"","Network","Show_Name","Season_num","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1","BRVO","BELOW DECK",1,-1,-0.996481810245403,-0.989458185494749,-0.97895458604298,-0.965009079470445,-0.947672193748411,-0.927006722277715,-0.903087481625368,-0.876001022909979,-0.845845297968203,-0.812729281612302,-0.7767725514607,-0.738104826990068,-0.696865469617264,-0.653202945772138,-0.607274255067404,-0.559244325808343,-0.50928538021312,-0.457576271832931,-0.404301797770113,-0.349651988390574,-0.293821377315143,-0.237008254551022,-0.179413905690311,-0.121241840156763,-0.0626970115240598,-0.00398503295961616,0.0546886091339018,0.113119340200631,0.171104278264371,0.22844300725728,0.284938339919506,0.340397067286555,0.394630691834863,0.44745614142118,0.498696461227759,0.548181481012669,0.595748455062668,0.641242672354178,0.684518034546113,0.725437599555559,0.763874088603707,0.799710354763872,0.832839811195814,0.863166817409939,0.89060702207087,0.91508766102179,0.936547809387673,0.954938586797204,0.970223314948134,0.982377626929126,0.99138952790166,0.997259406937495,1,0.999636304250493,0.996205444052717,0.989756489239208,0.98035022639143,0.968058884071042,0.952965813121085,0.935165123332852,0.914761277946484,0.891868647619122,0.866611025654242,0.839121106438359,0.809539929175946,0.778016289150188,0.744706118864595,0.709771841539169,0.673381699543247,0.635709060445448,0.596931703449231,0.557231089058862,0.516791614886708,0.475799860566336,0.434443824778463,0.392912157427196,0.351393390022239,0.310075167329262,0.269143483344727,0.228781924633566,0.189170924038232,0.150487027725946,0.112902178487272,0.0765830181342499,0.0416902117699964,0.00837779661432414,-0.0232074420277412,-0.0529265651759864,-0.0806490426026873,-0.106253281044465,-0.129627116100798,-0.150668265865948,-0.169284744493336,-0.18539523405027,-0.198929413186943,-0.20982824131483,-0.218044197166438,-0.22354147078948,-0.226296108213283
"2","BRVO","BELOW DECK",2,1,0.998113878238079,0.994346157544223,0.988705868611376,0.981206520117576,0.971866054049523,0.960706786395383,0.947755333429429,0.933042523865455,0.916603297208497,0.898476588686393,0.878705201192737,0.857335664721307,0.834418083818814,0.810005973627255,0.784156085129613,0.756928220252657,0.728385037517912,0.698591848966743,0.667616409117391,0.635528696740636,0.602400690266959,0.568306137660494,0.533320321614875,0.497519820942061,0.460982269038129,0.423786110319327,0.386010355527722,0.347734336807979,0.309037463455952,0.269998979235053,0.230697722148393,0.191211887543176,0.151618795409083,0.111994662713997,0.0724143815991583,0.0329513042311511,-0.00632296491955586,-0.0453387686344353,-0.0840285876314703,-0.12232722170903,-0.160171960718385,-0.197502744775331,-0.234262313164704,-0.270396341437184,-0.30585356624499,-0.340585897512208,-0.374548517586013,-0.407699967066927,-0.440002217069238,-0.471420727716568,-0.501924492732111,-0.531486070038082,-0.560081598334194,-0.587690799680216,-0.614296968162877,-0.639886944781911,-0.664451078744295,-0.687983175408838,-0.710480431175491,-0.731943355664797,-0.752375681582275,-0.771784262710426,-0.790178960517098,-0.807572519912885,-0.82398043473215,-0.839420803551631,-0.853914176497593,-0.867483393726828,-0.880153416298254,-0.891951150180632,-0.902905264167344,-0.913046002491716,-0.922404992955843,-0.931015051401459,-0.938909983364542,-0.946124383764167,-0.952693435482302,-0.958652707693399,-0.964037954801762,-0.968884916839999,-0.973229122174114,-0.977105693349292,-0.980549156895915,-0.983593257897266,-0.986270780099334,-0.988613372318676,-0.990651381877131,-0.992413695761832,-0.993927590175935,-0.995218589109785,-0.996310332524034,-0.997224454695603,-0.997980473234571,-0.998595689235271,-0.999085098978176,-0.99946131755078,-0.999734514705934,-0.999912363224844,-1
"3","BRVO","BELOW DECK",3,0.201437911816152,0.203472064866133,0.207530588494823,0.213593958098202,0.221632987455629,0.231608949102429,0.243473734078726,0.25717005041727,0.272631659578421,0.289783649888935,0.308542745893611,0.328817652385393,0.350509431740969,0.373511913055936,0.39771213144641,0.422990795763332,0.449222782852023,0.476277656383174,0.504020208183029,0.532311019900147,0.561007042764373,0.589962193120896,0.619027961358454,0.648054031796564,0.676888911052043,0.70538056237022,0.733377043381506,0.760727144729081,0.787281027008903,0.812890853468675,0.83741141592793,0.860700751407166,0.88262074698945,0.90303773048335,0.921823044511173,0.938853601710886,0.954012418813715,0.967189127442103,0.978280459563518,0.987190705635174,0.993832143581521,0.99812543686102,1,0.999394330099254,0.996256302952851,0.990543432557796,0.982223092937316,0.971272701348811,0.957679862099857,0.941442470350505,0.922568775438255,0.901077403421333,0.876997338697038,0.850367864713218,0.821238463952565,0.789668677530059,0.755727924903568,0.719495284355149,0.681059235055597,0.640517361676843,0.597976022664774,0.553549983429024,0.507362015845129,0.459542465597814,0.410228789021789,0.359565061217364,0.30770145733211,0.254793709006561,0.201002538080642,0.146493069747988,0.0914342274274174,0.035998111693716,-0.019640634326104,-0.0753054706306933,-0.130818614591086,-0.186001701226262,-0.240676446942464,-0.294665314156514,-0.347792174218604,-0.39988296605555,-0.450766347971154,-0.50027434006593,-0.548242954774275,-0.594512813062569,-0.638929743886958,-0.681345364574173,-0.721617639862553,-0.75961141742329,-0.795198937773025,-0.828260316588644,-0.858683997542392,-0.886367173890131,-0.911216177167506,-0.933146831476632,-0.952084771980422,-0.967965726361083,-0.980735758143824,-0.990351470935766,-0.996780172782408,-1
"4","BRVO","BELOW DECK",4,0.736741943387831,0.733190013700055,0.726100556634366,0.715502319591822,0.701438280853216,0.683965478826812,0.663154785429706,0.639090624499296,0.611870636347346,0.581605289783381,0.548417443140682,0.512441856040581,0.473824653825052,0.432722746775008,0.389303206410421,0.343742601338061,0.296226295272715,0.246947710007416,0.196107556246679,0.143913035344182,0.0905770151012379,0.0363171828852211,-0.018644820583098,-0.0740842833476889,-0.129774316752422,-0.18548675885513,-0.240993083147428,-0.29606530898585,-0.350476910132779,-0.404003717812842,-0.456424814711963,-0.507523416381649,-0.557087736560567,-0.604911832988765,-0.650796430366582,-0.694549717200489,-0.735988113380563,-0.774937005450196,-0.811231446655242,-0.844716818999482,-0.875249454682242,-0.902697214454879,-0.926940020602068,-0.947870342433502,-0.965393632358221,-0.979428710809216,-0.989908098487471,-0.996778294602574,-1,-0.999548284282676,-0.995412696255342,-0.9875973172441,-0.97612075706857,-0.96101609267091,-0.942330749631654,-0.920126327028463,-0.8944783663167,-0.86547606513257,-0.83322193713612,-0.797831419225076,-0.759432427658084,-0.71816486482738,-0.674180078616065,-0.627640276462438,-0.578717896432383,-0.527594937771063,-0.474462253564721,-0.419518808293529,-0.362970903194909,-0.305031372483989,-0.245918753593181,-0.185856434695277,-0.125071782864903,-0.0637952563090159,-0.00225950416099019,0.059301542618341,0.120653585653932,0.181562875283649,0.241797124792647,0.301126419154584,0.359324114701568,0.416167726179679,0.471439797696494,0.524928754130585,0.576429729649397,0.62574537007225,0.672686605917806,0.717073393091022,0.758735418291854,0.797512766366698,0.833256546973765,0.865829478093466,0.895106424085156,0.92097488617031,0.943335443409686,0.962102142437467,0.977202834416372,0.988579457886591,0.996188266393859,1
"5","BRVO","BLOOD SWEAT HEELS",1,1,0.99724843774696,0.991753706165545,0.983532560415917,0.972610056634129,0.959019460339018,0.942802124859903,0.924007340255269,0.902692153306754,0.878921159284471,0.852766266288836,0.824306433079883,0.793627381407429,0.760821283953722,0.725986429094279,0.689226863771722,0.650652015861724,0.610376297488815,0.568518690822886,0.525202317954191,0.480553996505491,0.434703782694074,0.387784503604084,0.33993128047005,0.291281044806169,0.241972049242202,0.192143374945919,0.141934437523739,0.0914844932954515,0.0409321478358142,-0.00958513133478767,-0.0599314960463603,-0.109973190922939,-0.159579017167279,-0.20862078491946,-0.256973752468752,-0.304517050651176,-0.351134090824855,-0.396712954881228,-0.441146765822095,-0.484334037510181,-0.526179002284028,-0.566591915216186,-0.605489333886687,-0.642794372641097,-0.678436930403743,-0.712353891221706,-0.744489296823208,-0.774794490584925,-0.803228232415926,-0.829756784180951,-0.854353965402239,-0.877001179096497,-0.897687407721521,-0.916409179324885,-0.933170504104617,-0.947982781708368,-0.960864679712761,-0.971841983838069,-0.980947420564436,-0.988220452924349,-0.99370705035132,-0.997459433566525,-0.999535795582943,-1,-0.998921257850519,-0.9963737843455,-0.992436436940574,-0.987192336220667,-0.980728471166073,-0.973135290423591,-0.964506281260359,-0.954937537925301,-0.94452732118354,-0.933375610822515,-0.921583652954762,-0.909253503961335,-0.896487572931429,-0.883388164458072,-0.870057023646619,-0.856594885182236,-0.843101028284764,-0.829672839354207,-0.81640538407785,-0.803390990730649,-0.790718846354432,-0.778474607448507,-0.766740026744952,-0.755592597576241,-0.745105217271297,-0.735345870938758,-0.726377336913562,-0.718256915055228,-0.711036178993752,-0.704760753322208,-0.699470116634406,-0.695197431201594,-0.691969399974746,-0.689806151488702,-0.688721153132027
"6","BRVO","BLOOD SWEAT HEELS",2,0.437737992101555,0.434647256760166,0.428478804933885,0.419258622145871,0.407025556413023,0.391831162502723,0.373739495236267,0.352826852657909,0.32918147008712,0.302903166266232,0.274102943005558,0.242902539912291,0.209433945967609,0.173838869887405,0.136268171365531,0.0968812554535337,0.0558454324771189,0.0133352460262879,-0.0304682283171747,-0.0753781107349849,-0.121202468525367,-0.167745088074847,-0.214806264387947,-0.262183605043878,-0.309672845391781,-0.357068671751083,-0.404165549351346,-0.450758551726661,-0.496644188273356,-0.541621226686466,-0.585491507010081,-0.628060744069269,-0.669139315096631,-0.708543029424477,-0.746093877183957,-0.781620754034864,-0.814960159044019,-0.845956862935717,-0.874464544054292,-0.90034638950587,-0.923475659083551,-0.94373620972676,-0.961022978421043,-0.975242421608275,-0.986312909348708,-0.9941650726546,-0.998742102599825,-1,-0.997907774652602,-0.992447593325523,-0.98361487588465,-0.971418339155711,-0.955879988321815,-0.937035055865203,-0.914931888268683,-0.889631780898547,-0.861208761695198,-0.829749324499932,-0.795352113045175,-0.758127556830287,-0.718197460295135,-0.675694546888107,-0.630761959803493,-0.583552721334354,-0.53422915295062,-0.482962258367451,-0.429931072015215,-0.375321975459349,-0.319327984445193,-0.2621480093592,-0.203986092003228,-0.14505062167251,-0.0855535336100353,-0.0257094929800866,0.0342649324387252,0.0941521075955207,0.153734170266694,0.212793872616025,0.271115420912095,0.328485310106444,0.384693149995649,0.439532479723018,0.492801567421078,0.544304191853957,0.593850402989257,0.641257258511337,0.68634953338235,0.728960399662985,0.768932073921489,0.806116429686828,0.840375572538986,0.871582375576196,0.899620973154447,0.924387210958587,0.945789050635913,0.963746927401643,0.97819405921054,0.989076706279313,0.996354379939529,1
"7","BRVO","FASHION QUEENS",1,-1,-0.997552088631269,-0.992663174707313,-0.985347051305078,-0.97562434675903,-0.963522451387424,-0.949075420231909,-0.932323852183628,-0.913314745959465,-0.892101333480903,-0.868742891294395,-0.843304530756312,-0.815856967786675,-0.786476273074013,-0.755243603688222,-0.722244917129275,-0.687570668906352,-0.651315494804636,-0.613577879054926,-0.574459809674596,-0.534066422296639,-0.492505633846732,-0.44988776746607,-0.406325170110079,-0.361931824279844,-0.316822955364233,-0.271114636085864,-0.22492338955364,-0.178365792428026,-0.13155807970304,-0.0846157526006667,-0.0376531910594315,0.00921672772098914,0.0558830032426882,0.102236876774707,0.148172186151785,0.193585708979876,0.238377492968738,0.282451172163958,0.325714267907591,0.368078473417975,0.409459920944929,0.449779430526323,0.488962739445403,0.526940711565253,0.563649525796931,0.5990308430407,0.633031951025375,0.66560588655842,0.69671153478902,0.726313705177273,0.754383183954921,0.780896762955803,0.805837244787619,0.829193424409852,0.85096004727575,0.871137744288457,0.889732943912705,0.906757761873154,0.922229868958545,0.936172337536618,0.94861346746821,0.959586592189503,0.969129865808849,0.977286032138758,0.984102176653819,0.989629462431845,0.993922851197549,0.99704081064567,0.999045009273413,1,0.999972893893968,0.999033025366462,0.997251610220868,0.99470139797574,0.991456319898876,0.987591134205614,0.983181069883791,0.97830147061133,0.973027440230219,0.96743349123239,0.961593197699228,0.955578854116637,0.94946114146236,0.943308801931289,0.937188323628219,0.931163636515826,0.925295820858976,0.919642829354683,0.914259224080726,0.909195929334924,0.904500001371922,0.900214415975139,0.89637787472859,0.893024630776959,0.890184334782786,0.887881901707298,0.886137398956675,0.884965956348468,0.884377698264246
"8","BRVO","FASHION QUEENS",2,-1,-0.996859799673134,-0.99058989314001,-0.981211229100252,-0.968755131903495,-0.953263183540814,-0.934787067016704,-0.913388371712462,-0.889138361499793,-0.862117706508867,-0.832416179596485,-0.800132318697672,-0.765373056376795,-0.728253318021974,-0.688895590248657,-0.647429461193926,-0.603991134492455,-0.558722918827122,-0.511772695042099,-0.463293362893087,-0.413442269588158,-0.362380622342972,-0.310272887235589,-0.257286176698785,-0.203589628031046,-0.149353775341423,-0.0947499173679961,-0.0399494836245601,0.0148765986645707,0.0695585343861367,0.123928284674433,0.17782018294491,0.231071540440198,0.283523238946362,0.335020308388948,0.385412487078926,0.434554762448295,0.482307890192798,0.528538889825445,0.573121514738378,0.615936694972011,0.656872950998711,0.69582677694351,0.732702991785323,0.767415057209281,0.799885360912721,0.830045464304239,0.857836313676088,0.883208414074627,0.906121965241131,0.926546959144977,0.944463238783119,0.959860518072623,0.972738362816615,0.983106132877624,0.990982885845294,0.996397242637253,0.999387215621957,1,0.998291729325004,0.994327196186455,0.988179539213791,0.979929897693561,0.9696670352187,0.957486933910636,0.943492360870324,0.92779240862333,0.910502011425844,0.891741439393007,0.871635772497624,0.850314356565759,0.827910243465925,0.804559617749851,0.780401212055234,0.755575713624161,0.730225164324742,0.704492356587981,0.678520227686732,0.652451254788911,0.626426853212697,0.600586780297459,0.57506854728061,0.550006841537513,0.525532961499194,0.501774266511086,0.478853643835526,0.456888994931409,0.435992743066867,0.416271364234873,0.397824943248083,0.380746756788286,0.365122885077517,0.351031853723427,0.338544307170564,0.32772271506267,0.318621112689586,0.311284876555829,0.305750535967732,0.302045621391822,0.300188550190327
"9","BRVO","FASHION QUEENS",3,1,0.996129425047606,0.988403332436541,0.97685177754521,0.961519695652121,0.94246672524171,0.919766973497336,0.893508724906043,0.863794094123899,0.830738624471039,0.794470833638971,0.755131708401676,0.712874150322753,0.667862374643905,0.620271264724892,0.570285684580197,0.518099752222799,0.463916076679867,0.407944961688716,0.350403579212001,0.291515116030965,0.231507896780701,0.170614486884727,0.109070778925445,0.0471150660516628,-0.0150128939241759,-0.0770728200497158,-0.138824851666542,-0.200030490035585,-0.260453534442675,-0.319861009095003,-0.378024077155867,-0.434718938315392,-0.489727706360792,-0.542839263288131,-0.593850086590496,-0.642565046463729,-0.688798169789087,-0.732373367884169,-0.773125125155654,-0.81089914594266,-0.845552957004072,-0.876956463278415,-0.904992454729362,-0.929557062283212,-0.950560161065417,-0.967925719351373,-0.981592091860927,-0.991512256245884,-0.997653991843943,-1,-0.998547965487225,-0.993310558791969,-0.984315379260039,-0.97160483933613,-0.955235990359255,-0.935280290609004,-0.911823316524338,-0.884964418241626,-0.854816320817804,-0.821504672718993,-0.7851675433632,-0.7459548717065,-0.704027868055348,-0.659558371471939,-0.612728165315251,-0.563728253625087,-0.512758101210877,-0.460024840450573,-0.405742447935646,-0.350130894217676,-0.293415270017748,-0.235824892352502,-0.177592394110251,-0.118952800675611,-0.0601425972515042,-0.00139879056512515,0.05704203133467,0.114944637473005,0.17207608682974,0.228206652019001,0.283110730118077,0.336567737046737,0.388362981963433,0.438288518223519,0.486143967537895,0.531737314075526,0.574885665373205,0.615415977046046,0.653165738436029,0.687983616489778,0.719730055322153,0.748277829097063,0.773512546041365,0.795333101601111,0.813652078949779,0.828396095266554,0.83950609241669,0.846937570885856,0.850660766044278
"10","BRVO","GGD",1,1,0.99678787051905,0.99037451959688,0.980781722009465,0.968042036823336,0.952198684129597,0.933305381439005,0.911426140376873,0.886635024471609,0.859015868982457,0.828661963860239,0.795675701078657,0.760168187712644,0.722258826273879,0.682074863941046,0.639750912443684,0.595428440472604,0.549255240596798,0.501384872765728,0.451976086566816,0.401192224490369,0.349200608527498,0.296171912491112,0.242279522504835,0.187698888150165,0.132606866797578,0.0771810636729737,0.0215991702263711,-0.033961696624799,-0.0893256518100247,-0.144318693424736,-0.198769345525795,-0.252509289909966,-0.305373984426407,-0.357203265428325,-0.407841932032519,-0.457140309928213,-0.504954792558108,-0.551148357584759,-0.595591056653651,-0.638160476570377,-0.678742170122938,-0.71723005490042,-0.75352677858634,-0.787544049337586,-0.819202929998304,-0.848434095041063,-0.875178049275185,-0.899385307513212,-0.921016534540936,-0.940042644893108,-0.956444862095859,-0.970214737196817,-0.98135412656462,-0.989875129100301,-0.995799983163014,-0.999160923671557,-1,-0.998368855440292,-0.994328469156097,-0.987948861699737,-0.979308765307565,-0.968495260327638,-0.955603379266703,-0.940735680070707,-0.924001790373933,-0.905517924565737,-0.885406375630355,-0.863794983814223,-0.840816584265734,-0.816608435874541,-0.791311633610878,-0.765070506729432,-0.738032005257175,-0.710345077229757,-0.682160039176416,-0.653627942379064,-0.624899937446482,-0.596126639750252,-0.567457498264235,-0.539040170334778,-0.511019904884138,-0.483538936514908,-0.456735892938887,-0.430745218099855,-0.405696613296253,-0.381714498537395,-0.358917496285328,-0.337417939644761,-0.317321406965282,-0.298726284714412,-0.281723360366813,-0.266395446934883,-0.252817040639535,-0.241054013087429,-0.231163339183165,-0.223192861862214,-0.21718109458331,-0.213157062368409,-0.21114018202439
