"","Network","Show_Name","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1","BRVO","BELOW DECK",-1,-0.996537226691269,-0.989624090891019,-0.979285366492561,-0.965558095170246,-0.948491443904072,-0.92814651588268,-0.904596115526063,-0.877924468549204,-0.848226898164308,-0.815609458690766,-0.780188528009425,-0.742090360458442,-0.701450601923406,-0.658413769022158,-0.613132694425456,-0.565767940487044,-0.516487183480718,-0.465464570856896,-0.412880054036439,-0.358918699355248,-0.303769979857959,-0.247627050714015,-0.190686011092742,-0.133145155386635,-0.0752042167131169,-0.0170636056546487,0.0410763527852174,0.099016181025863,0.156558006575495,0.213506312557922,0.269668678168187,0.3248565061656,0.378885734564593,0.431577529746778,0.482758958291788,0.532263634908894,0.579932343946463,0.625613632061126,0.669164369742809,0.710450279515371,0.749346428764352,0.78573768528356,0.819519133779649,0.850596451728321,0.878886243136473,0.904316328931124,0.926825992867284,0.946366182022703,0.96289966112689,0.976401120154052,0.986857234794182,0.994266679602542,0.998640093814561,1,0.998380675916154,0.993827980104721,0.986399131959108,0.976162447168655,0.963197029622098,0.947592421024085,0.929448209645366,0.908873599787986,0.88598694370174,0.860915237835716,0.833793585449233,0.80476462773873,0.773977945760839,0.741589435546735,0.707760658907935,0.672658172529172,0.636452838028936,0.599319115742738,0.561434345047746,0.522978014099715,0.484131021894238,0.445074935593849,0.405991246080264,0.367060624697368,0.328462184144788,0.290372746464787,0.252966121036178,0.216412395448483,0.180877242077921,0.14652124312365,0.113499236788858,0.0819596872069728,0.0520440806181968,0.0238863501971411,-0.00238766818192415,-0.0266607470789609,-0.0488247434895991,-0.068781037822401,-0.0864409341074853,-0.101726019846199,-0.11456848407202,-0.124911392358919,-0.132708917684603,-0.137926526231415,-0.140541117386741
"2","BRVO","BLOOD SWEAT HEELS",1,0.996324151459757,0.988986216655142,0.978013666559335,0.963447573896404,0.94534245324769,0.923766048839803,0.898799070848857,0.870534881258041,0.839079130503943,0.80454934634059,0.767074476538058,0.726794387213919,0.683859318770294,0.638429301575821,0.590673533690116,0.540769723077355,0.488903396895151,0.435267180574165,0.380060049522467,0.323486556396064,0.265756036972872,0.207081797751161,0.1476802884651,0.0877702627689709,0.0275719303877009,-0.0326938959354605,-0.0928066553433217,-0.152546892263601,-0.211697104951101,-0.270042585841701,-0.327372250419499,-0.383479451344149,-0.438162774644108,-0.491226814852656,-0.542482926047111,-0.591749945847053,-0.63885488953454,-0.683633611577502,-0.725931431966452,-0.765603724913873,-0.802516467614383,-0.836546746921728,-0.867583221964923,-0.895526540899968,-0.920289710174795,-0.941798414872637,-0.95999128889227,-0.974820133921627,-0.986250086363528,-0.994259731577717,-0.998841165011383,-1,-0.99775532223079,-0.992139591071564,-0.983198488177454,-0.970990713995923,-0.955587732996144,-0.937073468650954,-0.91554394939784,-0.891106906998752,-0.863881328906154,-0.833996966424111,-0.80159380062744,-0.766821468168406,-0.729838649258502,-0.690812420261902,-0.64991757347643,-0.607335906807186,-0.563255486156359,-0.517869883460144,-0.471377393399329,-0.423980231893985,-0.375883719564074,-0.327295453396753,-0.278424469907184,-0.229480403112831,-0.180672640661121,-0.132209481457207,-0.0842972981320858,-0.0371397076716734,0.00906324650525159,0.0541158977781624,0.0978277416813877,0.140014200273776,0.180497362492429,0.219106697556933,0.255679738597465,0.290062733798331,0.322111262477349,0.351690813660505,0.378677324860027,0.402957678921748,0.424430156973776,0.443004845682464,0.458603997202689,0.471162340396825,0.480627342089861,0.486959417325986,0.490132087793979
"3","BRVO","FASHION QUEENS",-1,-0.999816097246233,-0.999446096687919,-0.998885619768901,-0.99812812746994,-0.997164954751416,-0.995985356251841,-0.994576563050622,-0.992923850256812,-0.991010615140074,-0.988818465475923,-0.986327317733963,-0.983515504696265,-0.980359892053343,-0.976836003486881,-0.972918153712014,-0.968579588918479,-0.963792634017484,-0.958528846072343,-0.952759173263489,-0.946454118714665,-0.939583908484821,-0.932118663012401,-0.924028571281548,-0.915284066967832,-0.905856005810407,-0.895715843450708,-0.884835812973854,-0.873189101388163,-0.86075002427998,-0.847494197886988,-0.83339870784084,-0.818442273841643,-0.802605409541314,-0.785870576929636,-0.768222334537572,-0.749647478794667,-0.730135177903538,-0.70967709762238,-0.688267518377041,-0.665903443157437,-0.642584695688304,-0.618314008401508,-0.593097099776884,-0.566942740658971,-0.539862809200687,-0.511872334128314,-0.482989526068336,-0.453235796722966,-0.422635765728806,-0.391217255081482,-0.359011271057786,-0.326051973616272,-0.292376633306333,-0.258025575765455,-0.223042113933284,-0.187472468159675,-0.151365674432551,-0.114773480997842,-0.0777502336909882,-0.0403527503437159,-0.00264018467454752,0.0353261198873391,0.0734827859535838,0.111764566974463,0.150104520516503,0.188434189419406,0.226683790199123,0.264782408034369,0.302658197646308,0.340238589356603,0.377450499587157,0.414220545045574,0.450475259824466,0.486141314629177,0.521145737338774,0.555416134097494,0.588880910130392,0.62146948947554,0.653112532827739,0.683742152693897,0.713292125068518,0.741698096849715,0.768897788230099,0.794831189314858,0.819440750239703,0.842671564084138,0.864471541902176,0.884791579220603,0.9035857133864,0.920811271178211,0.93642900613267,0.950403225074401,0.962701903378104,0.973296788533374,0.982163491625809,0.989281566393253,0.994634575562239,0.998210144216689,1
"4","BRVO","GGD",0.608139608928826,0.609399010343593,0.611910494339144,0.615659454449394,0.62062405885435,0.626775343484388,0.634077335576351,0.642487207184491,0.651955458029409,0.662426126949369,0.673837031103724,0.686120031966361,0.699201327039205,0.713001766111628,0.727437190793409,0.742418795954164,0.757853511614086,0.773644403747624,0.789691092385488,0.805890185329636,0.822135725732694,0.838319651736162,0.854332266312775,0.870062715415687,0.885399472502991,0.900230827478983,0.914445378074153,0.927932521675114,0.940582945611639,0.952289113913149,0.962945748558611,0.97245030326476,0.98070342788519,0.987609421528644,0.993076672547953,0.997018083601785,0.999351480049,1,0.998892464420867,0.995963725763829,0.99115499368112,0.984414136469424,0.975695956986401,0.964962441881363,0.952182983086387,0.937334570623314,0.920401955894657,0.90137778474243,0.880262699677738,0.85706541080568,0.83180273509291,0.804499603750376,0.77518903762917,0.743912090653944,0.710717761444259,0.675662873399872,0.638811923650968,0.600236901396995,0.560017076279145,0.518238757550289,0.474995024921667,0.430385432077782,0.384515683960208,0.337497289024125,0.289447187771741,0.240487358960878,0.190744404975813,0.140349117931268,0.0894360281564475,0.0381429367778661,-0.0133895658176097,-0.0650185938000523,-0.116599470105841,-0.167986239108042,-0.219032185781862,-0.269590359372683,-0.319514099554356,-0.368657563054619,-0.416876248720332,-0.464027519000804,-0.509971115838685,-0.554569668979266,-0.597689194736641,-0.639199583291114,-0.678975072635566,-0.716894707339507,-0.752842780357324,-0.786709256171984,-0.81839017363758,-0.847788026961765,-0.874812123353349,-0.899378915950549,-0.921412310740457,-0.940843946281252,-0.957613445143231,-0.971668636094481,-0.982965746170578,-0.991469561883315,-0.997153558944277,-1
"5","BRVO","LADIES OF LONDON",1,0.996151451298675,0.988469261026959,0.976983184892701,0.961737710303532,0.942791881627174,0.920219068278162,0.894106676544978,0.864555806293671,0.831680853901028,0.795609062982531,0.756480024685947,0.714445129520271,0.669666972880663,0.622318716612575,0.572583409131479,0.520653266777859,0.46672891924001,0.411018622018523,0.353737439036447,0.295106398616416,0.235351626151112,0.174703456885145,0.113395532304549,0.0516638836948289,-0.0102539935213374,-0.0721200710192824,-0.133696720711236,-0.194747646112466,-0.255038808265243,-0.314339342573106,-0.372422462933729,-0.429066349609102,-0.484055017336111,-0.537179160258624,-0.588236970353943,-0.637034926131165,-0.683388548496434,-0.727123120809828,-0.768074370300055,-0.806089108155668,-0.841025825774846,-0.872755244828748,-0.901160818975935,-0.926139185256181,-0.94760056339068,-0.965469101421296,-0.979683166333369,-0.990195578523709,-0.996973789197115,-1,-0.999271224427658,-0.994799290771593,-0.986610786603967,-0.974746945026989,-0.959263473144872,-0.940230323444009,-0.917731408992211,-0.891864263589712,-0.862739648221607,-0.830481105373528,-0.795224462977775,-0.757117289956105,-0.71631830551612,-0.672996744540729,-0.627331681583288,-0.579511316144353,-0.52973222205858,-0.478198563961864,-0.425121283938696,-0.370717261567019,-0.315208450683053,-0.258820996279935,-0.201784335032538,-0.144330283005127,-0.0866921141489959,-0.02910363323337,0.0282017531253917,0.0849919636637684,0.141037164235214,0.19611068049472,0.249989897896435,0.302457145447036,0.35330055972197,0.402314925729798,0.449302491301459,0.494073751785987,0.536448201951633,0.576255052121025,0.613333905710421,0.647535395495616,0.678721776090252,0.706767470295346,0.731559567161144,0.752998269793244,0.770997291133501,0.78548419615193,0.796400689097371,0.803702844672053,0.807361282216477
"6","BRVO","MANZOD WITH CHILDREN",1,0.997221236030093,0.991672240591038,0.98337004741254,0.972340129030695,0.958616303456248,0.942240610294993,0.923263156799645,0.901741934449031,0.877742606764276,0.851338269182954,0.822609181920087,0.791642476849177,0.758531839536836,0.723377167660236,0.686284207127717,0.647364167308606,0.60673331685868,0.56451256170203,0.520827006798552,0.475805503388112,0.429580183457775,0.382285983226913,0.334060157486445,0.285041786662601,0.235371278502543,0.185189866298491,0.134639105579038,0.0838603712005415,0.0329943567684354,-0.0178194216927139,-0.0684431159196802,-0.118741027566731,-0.168580080495687,-0.217830281398321,-0.266365166997057,-0.314062236123916,-0.360803365038735,-0.406475204414766,-0.450969556493208,-0.49418373098754,-0.536020878403198,-0.576390299528113,-0.615207729944537,-0.652395598511733,-0.687883258872547,-0.721607193143831,-0.753511187061033,-0.783546475960216,-0.811671861096291,-0.837853795913544,-0.862066442003292,-0.884291694603278,-0.904519177613622,-0.922746208224446,-0.938977731370076,-0.953226224343675,-0.965511572023538,-0.975860913278139,-0.984308459230107,-0.990895284170098,-0.995669090018788,-0.998683945339042,-1,-0.999683176690246,-0.997804840567601,-0.994441448418628,-0.989674178780648,-0.983588544553353,-0.976273989694934,-0.967823471659334,-0.958333031286318,-0.947901351904194,-0.936629309446264,-0.924619515416155,-0.911975854563824,-0.898803019153508,-0.885206041716595,-0.87128982818684,-0.857158693312058,-0.842915900225746,-0.828663206043838,-0.81450041532614,-0.800524943209133,-0.786831389976627,-0.773511128787775,-0.760651908227761,-0.748337471286239,-0.736647192301365,-0.725655733334484,-0.715432721361464,-0.706042447582532,-0.697543590062836,-0.689988960821626,-0.683425278389278,-0.677892966748541,-0.673425981469925,-0.670051663741566,-0.667790622881426,-0.666656647805007
"7","BRVO","MARRIED TO MED ATL",-1,-0.999003740741365,-0.997012233173322,-0.994027498087078,-0.990052563902852,-0.985091463354213,-0.97914922907436,-0.972231888090276,-0.964346455232488,-0.955500925469307,-0.945704265176155,-0.934966402351901,-0.923298215795485,-0.91071152325763,-0.897219068583682,-0.882834507865021,-0.867572394617682,-0.851448164008129,-0.834478116147384,-0.816679398475711,-0.798069987261325,-0.778668668237671,-0.758495016404639,-0.737569375020374,-0.715912833810932,-0.693547206426135,-0.670495007170699,-0.646779427040449,-0.622424309094141,-0.597454123192141,-0.571893940133608,-0.545769405224618,-0.519106711309825,-0.491932571300932,-0.46427419023546,-0.436159236899601,-0.40761581504921,-0.378672434263141,-0.349357980463273,-0.319701686135646,-0.28973310028704,-0.259482058171455,-0.228978650820695,-0.19825319441319,-0.167336199515002,-0.136258340226609,-0.105050423268964,-0.0737433570417628,-0.0423681206866602,-0.0109557331876378,0.0204627774596915,0.0518564049785235,0.0831941954103081,0.114445277553024,0.145578893208621,0.176564427210692,0.207371437204014,0.237969683148274,0.268329156519002,0.298420109179426,0.328213081897683,0.357678932484568,0.386788863527738,0.415514449699041,0.443827664612442,0.471700907210685,0.499107027659784,0.526019352730945,0.552411710650595,0.5782584553997,0.60353449044445,0.628215291881176,0.65227693097899,0.675696096104472,0.698450114013452,0.720516970495671,0.741875330358666,0.762504556738155,0.782384729722692,0.801496664281076,0.819821927481679,0.837342854993473,0.854042566859072,0.86990498253089,0.884914835161859,0.899057685142907,0.912319932879858,0.924688830802947,0.936152494602668,0.946699913686178,0.95632096084898,0.965006401157001,0.972747900034759,0.979538030555596,0.985370279930586,0.990239055192903,0.994139688075077,0.997068439076836,0.999022500721564,1
"8","BRVO","NEWLYWEDS 1ST YEAR",-1,-0.996080861931096,-0.988257974163442,-0.976562052784135,-0.961039020530045,-0.941749825784406,-0.918770202351189,-0.892190370955074,-0.862114683644665,-0.82866121250186,-0.791961284280025,-0.752158962806947,-0.709410481194577,-0.663883626095667,-0.615757076436461,-0.565219699234335,-0.512469805278463,-0.45771436760994,-0.401168205884634,-0.343053139836442,-0.283597115180657,-0.223033305405811,-0.161599192997389,-0.0995356337180223,-0.0370859076354988,0.0255052393578243,0.0879925597530822,0.150131270556871,0.211678017535916,0.272391833770865,0.332035088737972,0.390374424174984,0.447181673039801,0.502234757937049,0.555318565468974,0.606225793062094,0.65475776492955,0.700725213951198,0.743949026387783,0.784260946492424,0.821504238240835,0.855534301571031,0.886219240702782,0.91344038229618,0.937092741406898,0.957085433401351,0.973342030208725,0.985800859506138,0.994415245658699,0.999153691465983,1,0.996953336056407,0.990028226978731,0.979254502854889,0.964677176324411,0.946356262473144,0.92436653952872,0.898797251303558,0.869751752562147,0.837347098714645,0.801713581458379,0.76299421220226,0.721344155315145,0.676930113437194,0.629929667282358,0.580530572539809,0.528930016651354,0.475333838400192,0.419955713393091,0.363016308652735,0.304742409658637,0.245366023284025,0.185123460170847,0.124254400166442,0.0630009445120145,0.00160665852544706,-0.059684391441707,-0.120628602970531,-0.180983800654335,-0.240510193489051,-0.298971322794467,-0.35613499692365,-0.411774209070262,-0.46566803455015,-0.517602504014653,-0.567371449148196,-0.614777317511282,-0.659631953311971,-0.701757341023302,-0.740986308910987,-0.77716318969383,-0.810144435728721,-0.839799186291467,-0.866009784713921,-0.888672243335838,-0.907696654435923,-0.923007545519688,-0.934544177561632,-0.942260785024216,-0.946126756706188
"9","BRVO","ODD MOM OUT",1,0.997834214511689,0.993508297869435,0.987033539281982,0.978426823986425,0.967710575163826,0.954912676837329,0.940066378045699,0.923210178656548,0.904387697253014,0.883647521595746,0.861043042228037,0.836632269855752,0.810477637195083,0.782645786039712,0.753207340354766,0.722236666257379,0.689811619792961,0.656013283461823,0.620925692492783,0.584635551898344,0.547231945380048,0.508806037182396,0.469450768019242,0.42926054621775,0.388330935241632,0.346758338767542,0.304639684496094,0.262072107881928,0.219152636965599,0.175977879483824,0.132643713423828,0.0892449821721069,0.0458751953881962,0.00262623670972406,-0.0404119206333931,-0.083151489250521,-0.125507133059239,-0.167396221823822,-0.208739073839989,-0.24945918589038,-0.28948344964669,-0.328742353748809,-0.367170170848759,-0.404705128967391,-0.44128956657446,-0.476870070867609,-0.511397598792604,-0.544827580415875,-0.577120004330318,-0.60823948484667,-0.638155310794762,-0.666841475831733,-0.694276690227311,-0.720444374169249,-0.745332632704935,-0.768934212507329,-0.791246440724848,-0.812271146245145,-0.832014563771636,-0.850487221178837,-0.867703810678032,-0.88368304438777,-0.898447494964583,-0.912023422007221,-0.924440585002951,-0.935732043636427,-0.945933946330424,-0.955085307932849,-0.963227777506032,-0.970405397211956,-0.976664353320674,-0.982052720398812,-0.986620199760295,-0.99041785328235,-0.99349783370646,-0.995913112555914,-0.997717206809102,-0.998963905470729,-0.999706997181409,-1,-0.99989589448223,-0.999446861164067,-0.998704023538569,-0.997717197590964,-0.996534648928526,-0.995202858509403,-0.993766297938172,-0.992267215255609,-0.990745432106348,-0.989238153120426,-0.98777978829414,-0.98640178910147,-0.985132499010666,-0.983997019020926,-0.98301708877214,-0.982210983716492,-0.981593428774523,-0.98117552883048,-0.98096471635244
"10","BRVO","PEOPLES COUCH",1,0.997597188397659,0.992798265564838,0.985616608547875,0.976072223763639,0.964191676270234,0.950007995883486,0.933560560498784,0.914894957065346,0.894062820745399,0.871121652874171,0.846134618417722,0.819170323703863,0.790302575276722,0.759610120797357,0.727176372981301,0.69308911762818,0.657440206859009,0.620325238732603,0.581843224463992,0.542096244514213,0.501189094862563,0.459228924808757,0.416324867683792,0.372587665873965,0.328129291582987,0.283062564771783,0.237500769724724,0.191557271694566,0.145345135076099,0.0989767445507037,0.0525634306305007,0.00621510101172573,-0.0399601208775597,-0.0858562487803174,-0.131369776644034,-0.176400010505312,-0.22084938799139,-0.264623784254523,-0.307632803209864,-0.349790053006717,-0.391013404726153,-0.431225233365199,-0.470352640238665,-0.508327656003655,-0.545087423589123,-0.580574360392728,-0.614736299189586,-0.647526607282097,-0.678904283506106,-0.708834032796549,-0.737286318104334,-0.764237389545854,-0.789669290756334,-0.813569842508139,-0.835932603744879,-0.856756810270899,-0.876047291423762,-0.893814365143763,-0.910073711939337,-0.924846228329993,-0.938157860428646,-0.950039418403079,-0.960526372630726,-0.969658632432484,-0.977480308338976,-0.984039458906722,-0.989387823161384,-0.993580539800997,-0.996675854342857,-0.998734815444159,-0.999820961667673,-1,-0.999339477460991,-0.997908447168425,-0.995777130242419,-0.993016574948476,-0.98969831448737,-0.985894024843349,-0.981675184100045,-0.977112734625734,-0.972276749515999,-0.967236104663239,-0.962058157797787,-0.956808435815892,-0.95155033167473,-0.946344812094572,-0.941250137263285,-0.936321593688445,-0.931611241288206,-0.927167675753233,-0.923035807149322,-0.919256655663711,-0.915867165327811,-0.912900036475589,-0.910383577620265,-0.908341577352706,-0.906793196783283,-0.905752882965119,-0.90523030365124
