"","Network","Show_Name","Season_num","dct_values","period"
"1818","BRVO","MARRIED TO MED ATL",1,0.381671205509085,18
"1819","BRVO","MARRIED TO MED ATL",1,0.412725615345153,19
"1820","BRVO","MARRIED TO MED ATL",1,0.444442240523226,20
"1821","BRVO","MARRIED TO MED ATL",1,0.476667791716236,21
"1822","BRVO","MARRIED TO MED ATL",1,0.509245685358877,22
"1823","BRVO","MARRIED TO MED ATL",1,0.542016690629632,23
"1824","BRVO","MARRIED TO MED ATL",1,0.574819588120551,24
"1825","BRVO","MARRIED TO MED ATL",1,0.607491837565435,25
"1826","BRVO","MARRIED TO MED ATL",1,0.639870251960162,26
"1827","BRVO","MARRIED TO MED ATL",1,0.671791675382492,27
"1828","BRVO","MARRIED TO MED ATL",1,0.703093661802941,28
"1829","BRVO","MARRIED TO MED ATL",1,0.733615152173328,29
"1830","BRVO","MARRIED TO MED ATL",1,0.763197147085321,30
"1831","BRVO","MARRIED TO MED ATL",1,0.791683372307753,31
"1832","BRVO","MARRIED TO MED ATL",1,0.818920934538596,32
"1833","BRVO","MARRIED TO MED ATL",1,0.844760964745148,33
"1834","BRVO","MARRIED TO MED ATL",1,0.869059246514044,34
"1835","BRVO","MARRIED TO MED ATL",1,0.891676826890984,35
"1836","BRVO","MARRIED TO MED ATL",1,0.912480607258337,36
"1837","BRVO","MARRIED TO MED ATL",1,0.931343911876761,37
"1838","BRVO","MARRIED TO MED ATL",1,0.948147031804369,38
"1839","BRVO","MARRIED TO MED ATL",1,0.96277774200343,39
"1840","BRVO","MARRIED TO MED ATL",1,0.975131789549742,40
"1841","BRVO","MARRIED TO MED ATL",1,0.985113350973211,41
"1842","BRVO","MARRIED TO MED ATL",1,0.992635456879442,42
"1843","BRVO","MARRIED TO MED ATL",1,0.997620382130693,43
"1844","BRVO","MARRIED TO MED ATL",1,1,44
"1845","BRVO","MARRIED TO MED ATL",1,0.999716098854009,45
"1846","BRVO","MARRIED TO MED ATL",1,0.996720660067505,46
"1847","BRVO","MARRIED TO MED ATL",1,0.990976096025297,47
"1848","BRVO","MARRIED TO MED ATL",1,0.982455447224329,48
"1849","BRVO","MARRIED TO MED ATL",1,0.971142537649999,49
"1850","BRVO","MARRIED TO MED ATL",1,0.957032087765172,50
"1851","BRVO","MARRIED TO MED ATL",1,0.940129784617444,51
"1852","BRVO","MARRIED TO MED ATL",1,0.920452308739384,52
"1853","BRVO","MARRIED TO MED ATL",1,0.898027317686855,53
"1854","BRVO","MARRIED TO MED ATL",1,0.872893386231687,54
"1855","BRVO","MARRIED TO MED ATL",1,0.845099903396027,55
"1856","BRVO","MARRIED TO MED ATL",1,0.814706926686102,56
