"","Network","Show_Name","Season_num","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1","BRVO","BELOW DECK",1,-1,-0.999149121665303,-0.997447802193048,-0.9948969171346,-0.99149778270232,-0.987252159211226,-0.98216225563343,-0.976230735236039,-0.969460722266093,-0.961855809639191,-0.953420067581712,-0.944158053169989,-0.934074820703526,-0.92317593284335,-0.911467472440833,-0.898956054976992,-0.885648841527188,-0.871553552161503,-0.856678479686801,-0.841032503632591,-0.824625104379435,-0.807466377325556,-0.789567046984894,-0.770938480907694,-0.751592703313207,-0.731542408322959,-0.710800972682482,-0.689382467859294,-0.667301671405355,-0.644574077473129,-0.621215906375827,-0.597244113084308,-0.572676394555554,-0.547531195790527,-0.521827714522593,-0.495585904441553,-0.468826476862591,-0.441570900754199,-0.413841401044286,-0.385660955129187,-0.357053287516253,-0.32804286253695,-0.298654875074032,-0.26891523925322,-0.238850575057092,-0.208488192826242,-0.177856075620545,-0.146982859421138,-0.115897811161823,-0.0846308045867357,-0.0532122939394061,-0.0216732854966389,0.00995469303093222,0.0416396252014415,0.0733490406089887,0.105050051668602,0.136709392363985,0.168293458894933,0.199768352153503,0.231099921950211,0.262253812904139,0.293195511903553,0.323890397036674,0.35430378788566,0.384400997070487,0.414147382923553,0.443508403170189,0.472449669485217,0.500937002790909,0.528936489157479,0.556414536163458,0.583337929569965,0.609673890160144,0.635390130592687,0.660454912116628,0.684837100993398,0.708506224471349,0.731432526157902,0.753587020634805,0.774941547162965,0.795468822324798,0.815142491454058,0.8339371787057,0.851828535621384,0.868793288049891,0.884809281285758,0.89985552329414,0.91391222589491,0.926960843784581,0.93898411128062,0.949966076679092,0.959892134123398,0.968749052888996,0.976525003996525,0.983209584073575,0.988793836393433,0.993270269027562,0.996632870057113,0.998877119797624,1
"2","BRVO","BELOW DECK",2,-1,-0.998918182086234,-0.99675589486885,-0.993515833128308,-0.989202032942484,-0.983819864394246,-0.977376021879814,-0.969878512044719,-0.961336639380881,-0.951760989524624,-0.941163410301828,-0.929556990572466,-0.916956036932775,-0.903376048339017,-0.888833688722279,-0.873346757669093,-0.856934159247572,-0.839615869063568,-0.821412899635723,-0.802347264182453,-0.78244193891767,-0.761720823955517,-0.740208702927506,-0.7179312014182,-0.694914744327958,-0.671186512273306,-0.646774397137074,-0.62170695688178,-0.596013369740493,-0.569723387899992,-0.542867290791062,-0.515475838100482,-0.487580222618586,-0.45921202303524,-0.430403156795589,-0.401185833125204,-0.37159250633202,-0.341655829490047,-0.311408608606907,-0.28088375737417,-0.250114252595918,-0.21913309038726,-0.18797324323045,-0.156667617971934,-0.125249014839168,-0.0937500875511769,-0.0622033045919329,-0.0306409117104339,0.000905104294010473,0.0324030504481663,0.063821561095496,0.0951296299591931,0.126296640741637,0.157292396230054,0.188087145884053,0.218651611886525,0.248957013645271,0.278975090738517,0.308678124303194,0.338038956870545,0.367031010659157,0.395628304340932,0.423805468300827,0.451537758416229,0.478801068386838,0.505571940650557,0.531827575925474,0.557545841422184,0.582705277774733,0.607285104742244,0.631265225736594,0.654626231234827,0.677349401137659,0.699416706138094,0.720810808166281,0.741515059978646,0.761513503960843,0.780790870215288,0.799332574004843,0.817124712624731,0.834154061774936,0.850408071505135,0.865874861803635,0.880543217900999,0.894402585357789,0.907443065004309,0.91965540779847,0.931031009665658,0.941561906382103,0.951240768560504,0.960060896793659,0.968016217008609,0.975101276080314,0.981311237750142,0.986641878890552,0.991089586153268,0.994651353033852,0.99732477738131,0.999108059376693,1
"3","BRVO","BELOW DECK",3,-1,-0.999720492318927,-0.999159659214984,-0.998313875260878,-0.9971777274139,-0.995744045014875,-0.994003939589079,-0.991946854280689,-0.989560622711508,-0.98683153701471,-0.983744424755333,-0.98028273441145,-0.976428629053389,-0.972163087823294,-0.96746601478388,-0.962316354673438,-0.956692215074322,-0.950570994474189,-0.943929515673487,-0.936744163969072,-0.928991029522483,-0.920646053302511,-0.911685175975173,-0.902084489100263,-0.891820387982266,-0.880869725514678,-0.869209966350691,-0.856819340729793,-0.843676997289178,-0.829763154190859,-0.815059247900125,-0.799548078958398,-0.783213954103646,-0.76604282410417,-0.748022416686925,-0.729142363959284,-0.709394323743423,-0.688772094265114,-0.667271721663603,-0.644891599816345,-0.62163256200151,-0.597497963952311,-0.57249375789016,-0.546628557158349,-0.519913691114219,-0.492363249975439,-0.463994119355044,-0.434826004259979,-0.404881442368976,-0.374185806447513,-0.342767295800183,-0.310656916703793,-0.277888451807909,-0.244498418533057,-0.210526016540209,-0.176013064388526,-0.141003925541145,-0.105545423921194,-0.0696867492618577,-0.033479352535047,0.00302316821698168,0.0397651912842361,0.0766892035257596,0.113735941004826,0.150844537552758,0.187952680759222,0.224996774856546,0.261912109937124,0.298633036916819,0.335093147633182,0.371225459445728,0.406962603686141,0.442237017289647,0.476981136924479,0.511127594924909,0.544609416324338,0.57736021627878,0.609314397167623,0.640407344657851,0.670575622019919,0.699757161988318,0.727891455467371,0.754919736393015,0.78078516207425,0.805432988353445,0.82881073894271,0.850868368314195,0.871558417545048,0.890836162543121,0.908659754107,0.924990349303573,0.939792233677981,0.953032933844346,0.964683320040876,0.974717698269925,0.983113891681852,0.989853310901282,0.994921013035177,0.998305749143999,1
"4","BRVO","BELOW DECK",4,-1,-0.99682349058896,-0.990481173664046,-0.980994412594349,-0.968395151528193,-0.952725794747814,-0.93403904654225,-0.912397712223206,-0.887874461060406,-0.860551552061162,-0.830520523664203,-0.797881848558106,-0.762744554970748,-0.725225815906898,-0.685450507935635,-0.643550741248085,-0.599665362817316,-0.553939434597219,-0.506523688793678,-0.457573962330534,-0.407250612713235,-0.355717917565024,-0.303143460173515,-0.249697503439044,-0.195552354660929,-0.140881723631961,-0.0858600765371159,-0.0306619881672051,0.0245385050360871,0.0795685485920985,0.134257107752586,0.188435596959507,0.241938498549851,0.294603968311961,0.346274425550225,0.396797125377903,0.446024711027956,0.493815744052407,0.540035210368205,0.58455500020407,0.627254360106299,0.668020315272605,0.706748060600686,0.743341318962407,0.777712665344199,0.809783815629566,0.839485878939502,0.866759572590788,0.89155539888011,0.913833783052537,0.933565171966715,0.950730093123976,0.96531917388537,0.977333120857562,0.986782659585847,0.993688434849036,0.998080872006374,1,0.999495236767813,0.996625137969347,0.991457110071869,0.98406708898421,0.974539185561046,0.962965299430909,0.949444702725394,0.934083595405376,0.916994633991166,0.898296435608252,0.878113059356251,0.856573467098075,0.83381096584597,0.809962633993292,0.785168733703469,0.759572111820962,0.733317591713875,0.706551358491802,0.679420340067985,0.652071586550045,0.624651650448432,0.597305970187965,0.570178259392654,0.543409904390707,0.517139372351897,0.491501632426982,0.466627592205278,0.442643551745131,0.419670677360819,0.397824497270088,0.377214421118479,0.357943285301058,0.340106925898303,0.323793780932768,0.309084523535308,0.296051727486256,0.284759566467373,0.275263548225574,0.267610284710072,0.26183729910067,0.257972870497662,0.256035916893541
"5","BRVO","BLOOD SWEAT HEELS",1,1,0.996586772432054,0.989772422068316,0.979581112028848,0.96604897111501,0.949223955263548,0.929165663664163,0.905945110260953,0.879644451532903,0.850356671619786,0.818185226026918,0.783243645304369,0.745655100252923,0.705551930359606,0.663075137309523,0.618373845557268,0.571604732069981,0.522931427474565,0.472523890953228,0.420557761333963,0.367213686915357,0.312676636647917,0.257135195366542,0.200780845830704,0.143807240379764,0.0864094650509519,0.0287832990361423,-0.0288755276289481,-0.0863720752435174,-0.143512931594192,-0.200106942203822,-0.255965930827254,-0.310905407384055,-0.364745260568565,-0.417310432438881,-0.468431572358244,-0.517945667744451,-0.565696649175124,-0.611535967498506,-0.655323140710475,-0.696926268478406,-0.736222512320621,-0.773098539586238,-0.807450929523523,-0.839186539874795,-0.868222832592164,-0.894488157429949,-0.917921992336169,-0.938475139736206,-0.956109877976031,-0.97080006736944,-0.982531210473071,-0.991300466393626,-0.997116619113194,-1,-0.999982364852641,-0.99710672600524,-0.991427140198121,-0.983008453092995,-0.971926001482561,-0.958265274411055,-0.942121534584193,-0.923599401603286,-0.902812398708563,-0.879882464860368,-0.854939434123186,-0.828120484445979,-0.79956955805258,-0.769436755767317,-0.737877707703289,-0.705052922833369,-0.671127120046596,-0.636268543365039,-0.600648264057878,-0.564439472440416,-0.527816762185593,-0.490955410004259,-0.454030653567847,-0.417216970553095,-0.38068736168309,-0.344612640622143,-0.309160733553949,-0.274495991233221,-0.24077851625073,-0.208163508190493,-0.176800629286202,-0.146833393101884,-0.118398578669803,-0.0916256724169626,-0.0666363401006804,-0.0435439308541106,-0.022453015314579,-0.00345895967188448,0.0133524626693089,0.0279054202685951,0.040134332281861,0.0499841353190029,0.0574105074661844,0.0623800485819306,0.0648704161501801
"6","BRVO","BLOOD SWEAT HEELS",2,0.732086851593501,0.733072773147207,0.735038195706253,0.737970306009259,0.74184995364021,0.74665173408567,0.752344098955682,0.758889492923508,0.766244516831519,0.77436011630482,0.783181795111138,0.79264985240543,0.802699642901037,0.813261858916363,0.824262833157401,0.835624861012306,0.847266541054895,0.859103132379871,0.871046927323947,0.883007638064086,0.894892795527242,0.90660815899524,0.918058134744191,0.929146202020163,0.93977534462191,0.949848486337387,0.959268928463743,0.967940787630377,0.975769432141733,0.982661915060601,0.988527402263921,0.993277593721303,0.996827136271693,0.99909402620572,1,0.999470911595173,0.997437094661167,0.993833708351319,0.988601065110883,0.981684939175292,0.973036854468646,0.962614350693337,0.950381226486872,0.936307758611634,0.920370896237292,0.902554429473065,0.882849131408262,0.861252873023403,0.837770710441021,0.812414944093946,0.7852051494995,0.756168179439872,0.725338137461655,0.69275632272073,0.658471146311741,0.622538019334122,0.585019213058326,0.545983691666303,0.505506918148872,0.463670634048955,0.420562613843403,0.376276394856778,0.330910983697683,0.284570540301606,0.237364040753417,0.189404920147292,0.140810696821544,0.0917025793803499,0.0422050579834319,-0.00755451855208189,-0.0574463782361192,-0.107338772324015,-0.157098430971828,-0.206591026393791,-0.25568164175601,-0.304235244016339,-0.352117158903168,-0.399193546215791,-0.44533187362601,-0.490401387164776,-0.534273576588978,-0.576822633841733,-0.617925902844966,-0.657464318895208,-0.69532283597265,-0.731390840319042,-0.765562548692188,-0.797737389763091,-0.827820367186144,-0.855722402942884,-0.881360659635472,-0.904658840486781,-0.925547465889736,-0.943964125438694,-0.959853704470136,-0.973168584238068,-0.983868814951304,-0.991922261004364,-0.997304717841152,-1
"7","BRVO","FASHION QUEENS",1,0.859871890199776,0.860531941636151,0.86184672340177,0.863805616962893,0.866392753624124,0.869587085185968,0.873362477708208,0.877687827998503,0.882527202353337,0.887839996987934,0.893581119503679,0.899701190655894,0.906146765602212,0.912860573732336,0.91978177610418,0.926846239439382,0.933986825563426,0.941133695112218,0.948214624268283,0.955155333236018,0.961879825116768,0.96831073380122,0.974369679458811,0.979977630171679,0.985055268234357,0.98952335961988,0.993303125098523,0.996316611486871,0.998487061502507,0.999739280703309,1,0.999198232246428,0.997265621433701,0.994136783041945,0.989749634136826,0.984045711836961,0.97697047882291,0.968473614608226,0.958509291348021,0.947036433020337,0.934018956880183,0.919425996155003,0.903232103023471,0.885417430996442,0.865967895899426,0.84487531473967,0.822137521827615,0.797758461611739,0.771748257777204,0.744123258252073,0.714906055859617,0.684125484451163,0.651816590450559,0.618020579838359,0.582784740700742,0.546162341564825,0.508212505837702,0.469000062761222,0.428595375387516,0.387074146171456,0.344517200865091,0.301010251485364,0.256643639209683,0.211512058133925,0.165714260903839,0.119352747303285,0.0725334369509989,0.0253653273214205,-0.0220398616358415,-0.0695680549491654,-0.117103200773034,-0.164527657809823,-0.211722590545955,-0.258568370810731,-0.304944984139619,-0.350732439403152,-0.395811180148006,-0.440062496088261,-0.48336893318244,-0.525614700735577,-0.566686073975387,-0.606471790567403,-0.644863439555873,-0.681755841244905,-0.717047416568027,-0.750640544533514,-0.782441906377705,-0.812362815108655,-0.840319529177814,-0.86623354907764,-0.890031895728108,-0.911647369584391,-0.931018789471731,-0.948091210230885,-0.962816118338754,-0.97515160475307,-0.9850625143174,-0.992520571152602,-0.997504479553052,-1
"8","BRVO","FASHION QUEENS",2,0.465977846771295,0.467523716502797,0.470607214187496,0.475211890908174,0.481313159748654,0.488878399157333,0.497867090120088,0.508230986592882,0.519914318511068,0.53285402656178,0.546980027778355,0.562215510892141,0.578477260257523,0.595676007051275,0.613716806337745,0.632499438487298,0.651918833337483,0.671865515394641,0.692226068288852,0.712883616617226,0.733718323240129,0.754607900032192,0.775428130035076,0.796053398912268,0.81635723356784,0.836212845761146,0.855493678528173,0.874073953207632,0.891829214865971,0.908636873920397,0.924376741772561,0.938931558287852,0.952187508986146,0.964034729849172,0.974367797697345,0.983086204144757,0.99009481120465,0.995304286689189,0.998631517626018,1,0.999340203221066,0.996589907818073,0.991694514963492,0.984607326544233,0.97528979460954,0.963711739147244,0.949851533264056,0.933696254973951,0.915241804929969,0.894492989568985,0.871463569275218,0.846176271306122,0.818662767363328,0.78896361583077,0.757128168841565,0.723214444474224,0.687288964516438,0.649426558370859,0.609710133811246,0.56823041542843,0.525085651733591,0.48038129201047,0.434229634128076,0.386749444640687,0.338065552611973,0.288308418704516,0.237613681174413,0.186121680502623,0.133976964480027,0.0813277756411794,0.0283255230124944,-0.0248757597963851,-0.0781199680743162,-0.131249488932829,-0.184105771503573,-0.236529902209914,-0.288363182892113,-0.339447709552892,-0.38962694948628,-0.438746314557521,-0.486653728415467,-0.533200185441234,-0.578240299267911,-0.621632838745568,-0.663241249273662,-0.702934157478974,-0.740585857281112,-0.776076775459288,-0.80929391491313,-0.840131273896446,-0.868490239595777,-0.894279954524888,-0.917417654311733,-0.937828975565258,-0.955448232625598,-0.970218662121962,-0.9820926343875,-0.991031830909277,-0.997007387123386,-1
"9","BRVO","FASHION QUEENS",3,0.626819343157865,0.628039677160777,0.630473153233688,0.634105418238712,0.638915019165262,0.644873494820013,0.651945497505745,0.660088944199617,0.669255196622733,0.679389269476533,0.690430066008128,0.702310639956593,0.714958482825885,0.72829583532787,0.742240021741415,0.756703805840825,0.77159576695972,0.786820694674806,0.80228000051847,0.817872145059876,0.833493078631554,0.849036693922679,0.864395288611437,0.879460036167411,0.894121462920744,0.908269929468406,0.921796114468915,0.934591498865788,0.946548848576629,0.957562693689169,0.967529802217882,0.976349646494659,0.983924860294767,0.990161684834358,0.994970401818504,0.998265751768508,0.999967335914113,1,0.998294198426203,0.994786337218721,0.989419094409136,0.98214171649039,0.972910289709397,0.961687985055792,0.948445275909204,0.933160127414744,0.915818156767453,0.89641276370076,0.874945230591226,0.851424791711418,0.825868671284275,0.798302090115227,0.768758240702319,0.737278230848854,0.703910995927479,0.668713180068468,0.631748986667716,0.593089998731371,0.552814969693351,0.511009585458925,0.467766198541592,0.423183535271119,0.377366377157543,0.33042521759856,0.282475895215837,0.233639205198774,0.184040490122005,0.133809211784783,0.0830785056964143,0.0319847199014121,-0.0193330600990038,-0.0707334985163124,-0.122073506673327,-0.173208748728621,-0.223994153789111,-0.27428443244648,-0.323934595754146,-0.372800474650341,-0.420739237829436,-0.467609906068162,-0.513273861025612,-0.557595346555987,-0.600441960600799,-0.641685135762525,-0.681200606704545,-0.718868862572201,-0.754575582686987,-0.788212053829871,-0.819675567500358,-0.848869795614881,-0.875705143191036,-0.900099076652916,-0.921976426486828,-0.941269663075695,-0.957919144644126,-0.971873336353926,-0.98308899970146,-0.99153135148321,-0.997174191713671,-1
"10","BRVO","GGD",1,-1,-0.996685547597891,-0.990068152145118,-0.980170788473078,-0.967027809321754,-0.950684814411005,-0.931198476666655,-0.908636326281096,-0.883076493452937,-0.854607410811954,-0.823327476693006,-0.789344680575791,-0.752776192155007,-0.713747915647652,-0.672394011079854,-0.628856384424666,-0.583284148583531,-0.53583305731803,-0.486664914343798,-0.435946959895101,-0.383851237156356,-0.330553941034733,-0.276234751816685,-0.221076156309473,-0.165262759116935,-0.108980586736579,-0.0524163871921702,0.00424307206749464,0.0608117052672577,0.117104805670239,0.172939736492837,0.228136612680942,0.282518970895142,0.335914425100225,0.388155305212027,0.439079276322176,0.488529936099019,0.536357388049651,0.582418788424108,0.626578864647388,0.668710403278053,0.708694705612883,0.746422009185423,0.781791873541273,0.814713528814426,0.845106185776161,0.872899306180441,0.898032832386725,0.920457375402091,0.940134360648919,0.95703613093132,0.971146006242599,0.982458300226414,0.990978293275365,0.996722162421904,0.99971686834686,1,0.997619577494218,0.992633814099271,0.985110838322346,0.97512837721968,0.962773402236386,0.948141739018852,0.931337642786062,0.912473340981385,0.891668545055142,0.869049933349407,0.844750607169978,0.818909522235485,0.791670897790228,0.763183605754597,0.733600542364939,0.703077984823063,0.671774935533754,0.639852456556858,0.607472996937987,0.574799715609221,0.541995802567462,0.509223801043864,0.476644933372855,0.444418433253368,0.412700887068699,0.381645586894246,0.351401897775227,0.322114641798832,0.293923501417624,0.266962444403898,0.241359172727838,0.217234597556632,0.194702342467266,0.173868276852883,0.154830081382115,0.137676847242788,0.122488710766715,0.109336524891052,0.0982815687650234,0.0893752966586059,0.082659127173313,0.0781642735945345,0.0759116160610958
