"","Network","Broadcast_Year","Cable_Qtr","DOW","Date","Show_Name","Episode_num","Season_num","Start_Time","End_Time","Genre","C3_Duration","C3_Impressions","LS_Duration","LS_Impressions","C3_Rebase","C3_Growth","LS_Rebase","LS_Growth","diff_C3_LS","higher_imps","avg_C3_LS","diff_C3_LS_rebase","diff_C3_LS_growth","avg_C3_LS_rebase","avg_C3_LS_growth"
"1","BRVO",2014,"1Q","Tue",2014-01-07,"100 DAYS OF SUMMER",1,1,"22:00:00","23:00:00","GD",717,410604.170153417,60,449805,0,NA,0,NA,-39200.829846583,"LS",430204.585076709,0,NA,0,NA
"2","BRVO",2014,"1Q","Tue",2014-01-14,"100 DAYS OF SUMMER",2,1,"22:00:00","23:00:00","GD",717,386784.680613668,60,398177.5,-23819.489539749,1.06158333236455,-51627.5,1.12965951114767,-11392.8193863319,"LS",392481.090306834,27808.010460251,3.44083659340834,-37723.4947698745,1.09611544530816
"3","BRVO",2014,"1Q","Tue",2014-01-21,"100 DAYS OF SUMMER",3,1,"22:00:00","23:00:00","GD",717,369362.09902371,60,383529.5,-41242.0711297072,1.04716938103831,-66275.5,1.03819262925016,-14167.4009762901,"LS",376445.799511855,25033.4288702928,0.804157333119775,-53758.7855648536,1.04259654594572
"4","BRVO",2014,"1Q","Tue",2014-01-28,"100 DAYS OF SUMMER",4,1,"22:00:00","23:00:00","GD",719,308884.959666203,60,335936,-101719.210487214,1.19579179064873,-113869,1.14167430701086,-27051.0403337969,"LS",322410.479833102,12149.789512786,0.523728507350222,-107794.105243607,1.1675979009948
"5","BRVO",2014,"1Q","Tue",2014-02-04,"100 DAYS OF SUMMER",5,1,"22:00:00","23:00:00","GD",717,380183.447698745,60,421432,-30420.7224546723,0.812462934764487,-28373,0.797129786062757,-41248.5523012552,"LS",400807.723849372,-2047.72245467227,0.655805811952672,-29396.8612273362,0.80440186315937
"6","BRVO",2014,"1Q","Tue",2014-02-11,"100 DAYS OF SUMMER",6,1,"22:00:00","23:00:00","GD",714,359369.80952381,60,347007,-51234.3606296075,1.05791704707336,-102798,1.21447694138735,12362.8095238095,"C3",353188.404761905,51563.6393703925,-3.33650310002873,-77016.1803148038,1.13482696047049
"7","BRVO",2014,"1Q","Tue",2014-02-18,"100 DAYS OF SUMMER",7,1,"22:00:00","23:00:00","GD",716,340517.541899441,60,355396,-70086.6282539757,1.05536357251732,-94409,0.976395344911029,-14878.4581005587,"LS",347956.770949721,24322.3717460243,-0.830920075202236,-82247.8141269879,1.01503529820071
"8","ENT",2013,"1Q","Mon",2013-02-25,"AFTER LATELY",1,3,"22:30:00","23:00:00","GV",359,259041,30,233978,0,NA,0,NA,25063,"C3",246509.5,0,NA,0,NA
"9","ENT",2013,"1Q","Mon",2013-03-04,"AFTER LATELY",2,3,"22:30:00","23:00:00","GV",298,315249,30,271137,56208,0.821702844418222,37159,0.862951201790977,44112,"C3",293193,19049,0.568167392092855,46683.5,0.840775530111565
"10","ENT",2013,"1Q","Mon",2013-03-11,"AFTER LATELY",3,3,"22:30:00","23:00:00","GV",329,226798,30,197860,-32243,1.38999902997381,-36118,1.37034772061053,28938,"C3",212329,3875,1.52436243002281,-34180.5,1.38084293714
"11","ENT",2013,"1Q","Mon",2013-03-18,"AFTER LATELY",4,3,"22:30:00","23:00:00","GV",359,214098,30,172368,-44943,1.05931862978636,-61610,1.14789288034902,41730,"C3",193233,16667,0.693457943925234,-53276.5,1.09882369988563
"12","ENT",2013,"1Q","Mon",2013-03-25,"AFTER LATELY",5,3,"22:30:00","23:00:00","GV",360,256467,30,212588,-2574,0.834797459322252,-21390,0.810807759610138,43879,"C3",234527.5,18816,0.951024408031177,-11982,0.823924699662087
"13","ENT",2013,"2Q","Mon",2013-04-01,"AFTER LATELY",6,3,"22:30:00","23:00:00","GV",360,202410,30,193667,-56631,1.26706684452349,-40311,1.09769862702474,8743,"C3",198038.5,-16320,5.0187578634336,-48471,1.18425205199999
"14","ENT",2013,"2Q","Mon",2013-04-08,"AFTER LATELY",7,3,"22:30:00","23:00:00","GV",358,299114,30,298449,40073,0.676698516284761,64471,0.648911539324977,665,"C3",298781.5,-24398,13.1473684210526,52272,0.662820489220384
"15","ENT",2013,"2Q","Mon",2013-04-15,"AFTER LATELY",8,3,"22:30:00","23:00:00","GV",358,251917,30,244510,-7124,1.18735138954497,10532,1.22060038444235,7407,"C3",248213.5,-17656,0.0897799378965843,1704,1.20372783913848
"16","BRVO",2015,"4Q","Mon",2015-11-02,"APRES SKI",1,1,"22:00:00","23:03:00","GD",772,283496.751295337,63,234635.857142857,0,NA,0,NA,48860.8941524797,"C3",259066.304219097,0,NA,0,NA
"17","BRVO",2015,"4Q","Mon",2015-11-09,"APRES SKI",2,1,"22:01:00","23:01:00","GD",745,370882.876510067,60,329132.883333333,87386.1252147303,0.764383500157742,94497.0261904762,0.71289095992644,41749.9931767337,"C3",350007.8799217,-7110.90097574596,1.17032100929082,90941.5757026033,0.740172776330214
"18","BRVO",2015,"4Q","Mon",2015-11-16,"APRES SKI",3,1,"22:01:00","23:01:00","GD",772,296865.313471503,60,277590.416666667,13368.5621761658,1.24933045283402,42954.5595238096,1.18567811989187,19274.8968048359,"C3",287227.865069085,-29585.9973476438,2.1660294008038,28161.5608499877,1.21857215990348
"19","BRVO",2015,"4Q","Mon",2015-11-23,"APRES SKI",4,1,"22:01:00","23:01:00","GD",777,306148.674388674,60,278252.683333333,22651.9230933376,0.969676952102736,43616.8261904762,0.997619909146129,27895.991055341,"C3",292200.678861004,-20964.9030971387,0.690955799584165,33134.3746419069,0.982981511845547
"20","BRVO",2015,"4Q","Mon",2015-11-30,"APRES SKI",5,1,"22:02:00","23:02:00","GD",775,246391.267096774,60,237833.3,-37105.4841985626,1.24253054094011,3197.44285714286,1.16994837700748,8557.9670967742,"C3",242112.283548387,-40302.9270557055,3.2596515901371,-16954.0206707099,1.2068808512254
"21","BRVO",2015,"4Q","Mon",2015-12-07,"APRES SKI",6,1,"22:00:00","23:00:00","GD",777,361532.404118404,60,328085.5,78035.6528230673,0.681519178613045,93449.6428571429,0.72491256090257,33446.9041184041,"C3",344808.952059202,-15413.9900340755,0.25586724159816,85742.6478401051,0.702163566527175
"22","BRVO",2015,"4Q","Mon",2015-12-14,"APRES SKI",7,1,"22:01:00","23:01:00","GD",793,268267.023959647,60,270855.6,-15229.7273356899,1.34765875724176,36219.7428571428,1.2112930284624,-2588.57604035304,"LS",269561.311979823,-51449.4701928327,-12.9209664298069,10495.0077607265,1.27914851551476
"23","BRVO",2015,"4Q","Mon",2015-12-21,"APRES SKI",8,1,"22:00:00","23:00:00","GD",780,293026.538461538,60,276539.5,9529.78716620163,0.915504190740248,41903.6428571429,0.979446335876068,16487.0384615384,"C3",284783.019230769,-32373.8556909412,-0.157006732676203,25716.7150116723,0.946549807316246
"24","ENT",2017,"1Q","Sun",2017-03-05,"ARRANGEMENT",1,1,"22:00:00","23:03:00","GV",775,521332.923870968,63,465071.047619048,0,NA,0,NA,56261.8762519201,"C3",493201.985745008,0,NA,0,NA
"25","ENT",2017,"1Q","Sun",2017-03-12,"ARRANGEMENT",2,1,"22:02:00","23:02:00","GV",779,500221.59563543,60,405517.266666667,-21111.3282355377,1.04220395204793,-59553.780952381,1.14685880441519,94704.3289687634,"C3",452869.431151048,38442.4527168432,0.594079244999214,-40332.5545939594,1.0890600067473
"26","ENT",2017,"1Q","Sun",2017-03-19,"ARRANGEMENT",3,1,"22:01:00","23:01:00","GV",776,553208.795103093,60,482300.7,31875.871232125,0.904218443494217,17229.6523809524,0.840797590935835,70908.0951030928,"C3",517754.747551546,14646.2188511727,1.33559262635773,24552.7618065387,0.874679437113151
"27","ENT",2017,"1Q","Sun",2017-03-26,"ARRANGEMENT",4,1,"22:00:00","23:00:00","GV",776,472389.176546392,60,405024,-48943.747324576,1.17108693968725,-60047.0476190476,1.19079536027495,67365.1765463917,"C3",438706.588273196,11103.3002944716,1.05259273022555,-54495.3974718118,1.18018457299557
"28","BRVO",2013,"3Q","Mon",2013-07-01,"BELOW DECK",1,1,"22:01:00","23:01:00","GD",716,558787.210893855,60,645052.233333333,0,NA,0,NA,-86265.0224394785,"LS",601919.722113594,0,NA,0,NA
"29","BRVO",2013,"3Q","Mon",2013-07-08,"BELOW DECK",2,1,"22:01:00","23:01:00","GD",714,721633.806722689,60,761540.516666667,162846.595828834,0.774336243241701,116488.283333333,0.847036000338874,-39906.7099439777,"LS",741587.161694678,46358.3124955009,2.16166711213679,139667.439581084,0.81166416195513
"30","BRVO",2013,"3Q","Mon",2013-07-15,"BELOW DECK",3,1,"22:01:00","23:01:00","GD",720,693220.75,60,716706.716666667,134433.539106145,1.04098702573847,71654.4833333334,1.06255529487503,-23485.9666666667,"LS",704963.733333333,62779.0557728119,1.69917255314071,103044.011219739,1.05195079779236
"31","BRVO",2013,"3Q","Mon",2013-07-22,"BELOW DECK",4,1,"22:01:00","23:01:00","GD",717,680212.312412831,60,765217.116666667,121425.101518977,1.01912408427455,120164.883333333,0.936605704520419,-85004.8042538355,"LS",722714.714539749,1260.21818564308,0.276289874117403,120794.992426155,0.97543846714437
"32","BRVO",2013,"3Q","Mon",2013-07-29,"BELOW DECK",5,1,"22:01:00","23:01:00","GD",720,781323.625,60,815670.866666667,222536.414106145,0.870589715513634,170618.633333333,0.938144474613657,-34347.2416666667,"LS",798497.245833333,51917.7807728118,2.47486552424764,196577.523719739,0.905093559572024
"33","BRVO",2013,"3Q","Mon",2013-08-05,"BELOW DECK",6,1,"22:01:00","23:01:00","GD",719,868830.350486787,60,937414.683333333,310043.139592932,0.899282149342781,292362.45,0.870128109969688,-68584.3328465462,"LS",903122.51691006,17680.6895929324,0.500803029512831,301202.794796466,0.884151630462397
"34","BRVO",2013,"3Q","Mon",2013-08-12,"BELOW DECK",7,1,"22:00:00","23:00:00","GD",719,766351.197496523,60,761129.5,207563.986602668,1.13372348516586,116077.266666667,1.23160997351086,5221.69749652292,"C3",763740.348748261,91486.7199360015,-13.1344898650709,161820.626634668,1.18249941670653
"35","BRVO",2013,"3Q","Mon",2013-08-19,"BELOW DECK",8,1,"22:00:00","23:00:00","GD",716,911097.62150838,60,915564.5,352310.410614525,0.84112962146447,270512.266666667,0.83132264302515,-4466.87849162007,"LS",913331.06075419,81798.1439478585,-1.16898131577094,311411.338640596,0.836214141362495
"36","BRVO",2013,"3Q","Mon",2013-08-26,"BELOW DECK",9,1,"22:00:00","23:00:00","GD",716,961075.664804469,60,966036,402288.453910615,0.947997805868638,320983.766666667,0.947754017448625,-4960.33519553067,"LS",963555.832402235,81304.6872439479,0.900519484176147,361636.110288641,0.947875597906112
"37","BRVO",2014,"3Q","Tue",2014-08-12,"BELOW DECK",1,2,"21:00:00","22:00:00","GD",718,589786.529247911,60,592827,0,NA,0,NA,-3040.47075208917,"LS",591306.764623955,0,NA,0,NA
"38","BRVO",2014,"3Q","Tue",2014-08-19,"BELOW DECK",2,2,"21:00:00","22:00:00","GD",719,506969.045897079,60,501204,-82817.4833508315,1.16335806696893,-91623,1.18280580362487,5765.04589707928,"C3",504086.52294854,8805.51664916845,-0.527397492816067,-87220.2416754157,1.17302633120449
"39","BRVO",2014,"3Q","Tue",2014-08-26,"BELOW DECK",3,2,"21:00:00","22:00:00","GD",714,475095.296918768,60,504418,-114691.232329143,1.06708916965718,-88409,0.993628300338212,-29322.7030812325,"LS",489756.648459384,-26282.2323291433,-0.196606904933301,-101550.116164572,1.0292591729673
"40","BRVO",2014,"3Q","Tue",2014-09-02,"BELOW DECK",4,2,"21:00:00","22:00:00","GD",717,528862.389121339,60,496399,-60924.1401265719,0.898334437637169,-96428,1.01615434358248,32463.389121339,"C3",512630.694560669,35503.8598734281,-0.903254523784702,-78676.0700632859,0.955379093870122
"41","BRVO",2014,"3Q","Tue",2014-09-09,"BELOW DECK",5,2,"21:00:00","22:00:00","GD",718,698111.367688022,60,652260.5,108324.838440111,0.757561635005034,59433.5,0.761044092046046,45850.8676880223,"C3",675185.933844011,48891.3384401115,0.708021260191318,83879.1692200558,0.759243741412277
"42","BRVO",2014,"3Q","Tue",2014-09-16,"BELOW DECK",6,2,"21:00:00","22:00:00","GD",720,659511.375,60,617017.5,69724.8457520892,1.05852816820335,24190.5,1.05711831512072,42493.875,"C3",638264.4375,45534.3457520892,1.07899944846222,46957.6728760446,1.05784670768847
"43","BRVO",2014,"3Q","Tue",2014-09-23,"BELOW DECK",7,2,"21:00:00","22:00:00","GD",717,546395.644351464,60,516377.5,-43390.8848964464,1.2070216551283,-76449.5,1.19489617576289,30018.1443514645,"C3",531386.572175732,33058.6151035536,1.4156063247103,-59920.1924482231,1.20113015819474
"44","BRVO",2014,"4Q","Tue",2014-09-30,"BELOW DECK",8,2,"21:00:00","22:00:00","GD",716,615388.381284916,60,603169.5,25601.8520370054,0.887887488565519,10342.5,0.856106782587647,12218.8812849162,"C3",609278.940642458,15259.3520370054,2.45670153032102,17972.1760185028,0.872156473380498
"45","BRVO",2014,"4Q","Tue",2014-10-07,"BELOW DECK",9,2,"21:00:00","22:00:00","GD",719,700303.628650904,60,653546,110517.099402993,0.878745098708724,60719,0.92291820315632,46757.6286509041,"C3",676924.814325452,49798.0994029932,0.261323801857944,85618.0497014967,0.900068852180574
"46","BRVO",2014,"4Q","Tue",2014-10-14,"BELOW DECK",10,2,"21:00:00","22:00:00","GD",718,596851.91086351,60,575321.5,7065.38161559892,1.17332895464425,-17505.5,1.13596658563951,21530.4108635098,"C3",586086.705431755,24570.8816155989,2.17170164319298,-5220.05919220042,1.15499090501768
"47","BRVO",2014,"4Q","Tue",2014-10-21,"BELOW DECK",11,2,"21:00:00","22:00:00","GD",719,746113.009735744,60,709815,156326.480487833,0.799948403359031,116988,0.810523164486521,36298.0097357441,"C3",727964.004867872,39338.4804878333,0.593156787941128,136657.240243917,0.80510396326276
"48","BRVO",2015,"3Q","Tue",2015-08-25,"BELOW DECK",1,3,"21:00:00","22:00:00","GD",809,545026.143386897,60,529305,0,NA,0,NA,15721.1433868974,"C3",537165.571693449,0,NA,0,NA
"49","BRVO",2015,"3Q","Tue",2015-09-01,"BELOW DECK",2,3,"21:00:00","22:00:00","GD",804,565050.645522388,60,598642.5,20024.5021354906,0.964561579932401,69337.5,0.884175446948722,-33591.854477612,"LS",581846.572761194,-49312.9978645094,-0.468004628841647,44681.0010677454,0.923208276615417
"50","BRVO",2015,"3Q","Tue",2015-09-08,"BELOW DECK",3,3,"21:00:00","22:00:00","GD",806,625367.573200993,60,589093.5,80341.4298140951,0.903549639822437,59788.5,1.01620965092978,36274.0732009925,"C3",607230.536600496,20552.9298140951,-0.926056864126657,70064.9649070476,0.958197155265921
"51","BRVO",2015,"3Q","Tue",2015-09-15,"BELOW DECK",4,3,"21:00:00","22:00:00","GD",792,574244.590909091,60,611619,29218.4475221935,1.08902649341628,82314,0.963170699406003,-37374.4090909091,"LS",592931.795454545,-53095.5524778065,-0.970559109383106,55766.2237610967,1.02411532195704
"52","BRVO",2015,"3Q","Tue",2015-09-22,"BELOW DECK",5,3,"21:00:00","22:00:00","GD",792,627801.544191919,60,634311,82775.4008050218,0.914691268636867,105006,0.964225750459948,-6509.45580808085,"LS",631056.27209596,-22230.5991949782,5.74155662052616,93890.7004025109,0.939586248759101
"53","BRVO",2015,"4Q","Tue",2015-09-29,"BELOW DECK",6,3,"21:00:00","22:00:00","GD",776,665407.041237113,60,551083,120380.897850216,0.943484972784059,21778,1.1510262519439,114324.041237113,"C3",608245.020618557,98602.897850216,-0.0569386433303205,71079.4489251081,1.03750339206099
"54","BRVO",2015,"4Q","Tue",2015-10-06,"BELOW DECK",7,3,"21:00:00","22:00:00","GD",774,709490.819121447,60,676158.5,164464.67573455,0.937865611934314,146853.5,0.815020442692061,33332.319121447,"C3",692824.659560723,17611.1757345496,3.42982559420997,155659.087867275,0.877920570847185
"55","BRVO",2015,"4Q","Tue",2015-10-13,"BELOW DECK",8,3,"21:00:00","22:00:00","GD",777,634524.499356499,60,612549.5,89498.355969602,1.11814566630756,83244.5,1.10384303635869,21974.9993564994,"C3",623536.99967825,6253.85596960201,1.51682912844266,86371.427984801,1.11112036642289
"56","BRVO",2015,"4Q","Tue",2015-10-20,"BELOW DECK",9,3,"21:00:00","22:00:00","GD",776,722086.769329897,60,679934.5,177060.625942999,0.878737191023932,150629.5,0.900894865608379,42152.2693298969,"C3",701010.634664948,26431.1259429995,0.521324230126643,163845.0629715,0.889482939122988
"57","BRVO",2015,"4Q","Tue",2015-10-27,"BELOW DECK",10,3,"21:00:00","22:15:00","GD",955,885893.190575916,75,800424.2,340867.047189019,0.815094615255447,271119.2,0.849467694754856,85468.9905759163,"C3",843158.695287958,69747.8471890189,0.493187869025503,305993.123594509,0.83141007568633
"58","BRVO",2015,"4Q","Tue",2015-11-03,"BELOW DECK",11,3,"21:00:00","22:00:00","GD",777,878437.019305019,60,785681,333410.875918122,1.00848799755365,256376,1.0187648676753,92756.0193050193,"C3",832059.00965251,77034.8759181219,0.921438750997492,294893.437959061,1.01334002216992
"59","BRVO",2015,"4Q","Tue",2015-11-10,"BELOW DECK",12,3,"21:00:00","22:00:00","GD",763,878635.72214941,60,828552,333609.578762513,0.999773850710389,299247,0.948257924668578,50083.7221494102,"C3",853593.861074705,34362.5787625128,1.85201928539394,316428.289381256,0.974771548385924
"60","BRVO",2015,"4Q","Tue",2015-11-17,"BELOW DECK",13,3,"21:00:00","22:00:00","GD",761,878722.612352168,60,946934.5,333696.468965271,0.999901117597821,417629.5,0.874983433384252,-68211.8876478318,"LS",912828.556176084,-83933.0310347292,-0.734237445648554,375662.984482635,0.93510863053023
"61","BRVO",2016,"3Q","Tue",2016-09-06,"BELOW DECK",1,4,"21:00:00","22:00:00","GD",777,874294.693693694,60,699394,0,NA,0,NA,174900.693693694,"C3",786844.346846847,0,NA,0,NA
"62","BRVO",2016,"3Q","Tue",2016-09-13,"BELOW DECK",2,4,"21:00:00","22:00:00","GD",779,752579.935815148,60,622252,-121714.757878546,1.16173000645667,-77142,1.12397228132654,130327.935815148,"C3",687415.967907574,-44572.7578785461,1.34200463315683,-99428.3789392731,1.14464077586374
"63","BRVO",2016,"3Q","Tue",2016-09-20,"BELOW DECK",3,4,"21:00:00","22:00:00","GD",716,659396.18575419,60,549776.5,-214898.507939504,1.14131678659072,-149617.5,1.1318272061465,109619.68575419,"C3",604586.342877095,-65281.0079395038,1.18890995644152,-182258.003969752,1.13700214370756
"64","BRVO",2016,"4Q","Tue",2016-09-27,"BELOW DECK",4,4,"21:00:00","22:00:00","GD",689,822285.93904209,60,775949.5,-52008.7546516038,0.801906191564389,76555.5,0.708520979780256,46336.43904209,"C3",799117.719521045,-128564.254651604,2.36573392389122,12273.3726741981,0.756567309306389
"65","BRVO",2016,"4Q","Tue",2016-10-04,"BELOW DECK",5,4,"21:00:00","22:00:00","GD",776,796207.865979381,60,746453.5,-78086.8277143122,1.03275284530206,47059.5,1.03951485256617,49754.3659793815,"C3",771330.682989691,-125146.327714312,0.931303979660641,-15513.6638571562,1.03602480381521
"66","BRVO",2016,"4Q","Tue",2016-10-11,"BELOW DECK",6,4,"21:00:00","22:00:00","GD",776,885756.845360825,60,816763,11462.151667131,0.898901171523022,117369,0.913916888987381,68993.8453608247,"C3",851259.922680412,-105906.848332869,0.721142092010897,64415.5758335656,0.906104777681717
"67","BRVO",2016,"4Q","Tue",2016-10-18,"BELOW DECK",7,4,"21:00:00","22:00:00","GD",764,768532.702879581,60,734553,-105761.990814113,1.15252980392639,35159,1.11191840479856,33979.7028795811,"C3",751542.851439791,-140920.990814113,2.03044286777104,-35301.4954070563,1.13268314780666
"68","BRVO",2016,"4Q","Tue",2016-10-25,"BELOW DECK",8,4,"21:00:00","22:00:00","GD",715,766425.34965035,60,703059,-107869.344043344,1.00274958706702,3665,1.04479567148703,63366.3496503497,"C3",734742.174825175,-111534.344043344,0.536242075913767,-52102.172021672,1.02286608444467
"69","BRVO",2016,"4Q","Tue",2016-11-01,"BELOW DECK",9,4,"21:00:00","22:15:00","GD",975,858457.190769231,75,795394,-15837.502924463,0.892793907362562,96000,0.883912878397373,63063.1907692307,"C3",826925.595384615,-111837.502924463,1.00480722395142,40081.2485377685,0.888522714650567
"70","BRVO",2016,"4Q","Wed",2016-11-09,"BELOW DECK",10,4,"21:00:00","22:00:00","GD",807,821526.573729864,60,651739.5,-52768.11996383,1.04495364875624,-47654.5,1.22041705313242,169787.073729864,"C3",736633.036864932,-5113.61996382999,0.371425158487425,-50211.3099819149,1.12257467965863
"71","BRVO",2016,"4Q","Tue",2016-11-15,"BELOW DECK",11,4,"21:00:00","22:00:00","GD",803,773400.068493151,60,747218.5,-100894.625200543,1.06222717995161,47824.5,0.872220776118364,26181.5684931506,"C3",760309.284246575,-148719.125200543,6.48498480044394,-26535.0626002715,0.968859715549699
"72","BRVO",2016,"4Q","Tue",2016-11-22,"BELOW DECK",12,4,"21:00:00","22:00:00","GD",717,794800.405857741,60,798480,-79494.2878359532,0.973074576702694,99086,0.935801147179641,-3679.59414225945,"LS",796640.20292887,-178580.287835953,-7.11534138845919,9795.85608202335,0.954394821465546
"73","BRVO",2016,"4Q","Tue",2016-11-29,"BELOW DECK",13,4,"21:00:00","22:00:00","GD",775,899217.850322581,60,845339,24923.1566288869,0.883879702313091,145945,0.944567800610169,53878.8503225807,"C3",872278.42516129,-121021.843371113,-0.068293850374111,85434.0783144435,0.913286606603351
"74","BRVO",2016,"4Q","Tue",2016-12-06,"BELOW DECK",14,4,"20:00:00","21:00:00","GD",778,726878.601542416,60,736571.5,-147416.092151277,1.23709495425297,37177.5,1.14766726651791,-9692.89845758351,"LS",731725.050771208,-184593.592151277,-5.55859019449719,-55119.2960756386,1.19208495628508
"75","BRVO",2016,"2Q","Tue",2016-05-03,"BELOW DECK MED",1,1,"21:00:00","22:00:00","GD",805,546202.342857143,60,445052,0,NA,0,NA,101150.342857143,"C3",495627.171428571,0,NA,0,NA
"76","BRVO",2016,"2Q","Tue",2016-05-10,"BELOW DECK MED",2,1,"21:00:00","22:00:00","GD",778,317611.81748072,60,301026,-228590.525376423,1.719716688093,-144026,1.47845036641353,16585.8174807198,"C3",309318.90874036,-84564.5253764231,6.09860460448965,-186308.262688212,1.60231772912595
"77","BRVO",2016,"2Q","Tue",2016-05-17,"BELOW DECK MED",3,1,"21:00:00","22:00:00","GD",779,566318.892169448,60,464156.5,20116.5493123051,0.560835638493387,19104.5,0.648544187143776,102162.392169448,"C3",515237.696084724,1012.04931230505,0.162347583376967,19610.5246561525,0.600342154875051
"78","BRVO",2016,"2Q","Tue",2016-05-24,"BELOW DECK MED",4,1,"21:00:00","22:15:00","GD",1000,497520.696,75,483783.4,-48681.6468571429,1.13828207896189,38731.4,0.959430397983891,13737.296,"C3",490652.048,-87413.0468571429,7.43686327858468,-4975.12342857145,1.05010811263285
"79","BRVO",2016,"2Q","Tue",2016-05-31,"BELOW DECK MED",5,1,"21:00:00","22:00:00","GD",793,637004,60,622633.5,90801.6571428571,0.781032294930644,177581.5,0.776995455593058,14370.5,"C3",629818.75,-86779.8428571429,0.955937232524962,134191.578571429,0.779036902283395
"80","BRVO",2016,"2Q","Tue",2016-06-07,"BELOW DECK MED",6,1,"21:00:00","22:00:00","GD",807,587013.104089219,60,553057,40810.7612320764,1.08516146498696,108005,1.12580348860967,33956.1040892194,"C3",570035.05204461,-67194.2387679236,0.423208150211863,74407.8806160382,1.10487723121755
"81","BRVO",2016,"2Q","Tue",2016-06-14,"BELOW DECK MED",7,1,"21:00:00","22:00:00","GD",803,583418.064757161,60,551743,37215.7219000177,1.00616202951061,106691,1.00238154358098,31675.0647571606,"C3",567580.53237858,-69475.2780999823,1.07201372276731,71953.3609500088,1.00432453110353
"82","BRVO",2016,"2Q","Tue",2016-06-21,"BELOW DECK MED",8,1,"21:00:00","22:00:00","GD",775,578962.610322581,60,561687,32760.2674654378,1.00769558233147,116635,0.982296189870871,17275.6103225807,"C3",570324.80516129,-83874.7325345622,1.83351350057709,74697.6337327189,0.995188228255417
"83","BRVO",2016,"3Q","Tue",2016-06-28,"BELOW DECK MED",9,1,"21:00:00","22:00:00","GD",824,686973.953883495,60,567691,140771.611026352,0.842772287143754,122639,0.989423823876017,119282.953883495,"C3",627332.476941748,18132.6110263523,0.144828827256021,131705.305513176,0.909126860355819
"84","BRVO",2016,"3Q","Tue",2016-07-05,"BELOW DECK MED",10,1,"21:00:00","22:00:00","GD",806,711147.483870968,60,679496,164945.141013825,0.966007712133228,234444,0.835458928382213,31651.4838709678,"C3",695321.741935484,-69498.8589861752,3.76863702092992,199694.570506912,0.902218985984125
"85","BRVO",2016,"3Q","Tue",2016-07-12,"BELOW DECK MED",11,1,"21:00:00","22:00:00","GD",805,721929.192546584,60,652042,175726.849689441,0.985065420837764,206990,1.04210464970048,69887.1925465838,"C3",686985.596273292,-31263.1503105591,0.452893909708424,191358.42484472,1.01213438201239
"86","BRVO",2016,"3Q","Tue",2016-07-19,"BELOW DECK MED",12,1,"21:00:00","22:00:00","GD",806,692314.17369727,60,737122,146111.830840128,1.04277684897184,292070,0.884578129536223,-44807.8263027295,"LS",714718.086848635,-145958.169159872,-1.55970950419272,219090.915420064,0.961198000882246
"87","BRVO",2016,"3Q","Tue",2016-07-26,"BELOW DECK MED",13,1,"21:00:00","22:15:00","GD",1004,772781.385458167,75,739599.4,226579.042601024,0.895873253063427,294547.4,0.996650348823971,33181.9854581673,"C3",756190.392729084,-67968.3573989756,-1.35036604000743,260563.221300512,0.94515626450797
"88","USA",2014,"4Q","Tue",2014-10-28,"BENCHED",1,1,"22:31:00","23:02:00","CS",404,468940,31,494997.129032258,0,NA,0,NA,-26057.1290322581,"LS",481968.564516129,0,NA,0,NA
"89","USA",2014,"4Q","Tue",2014-11-04,"BENCHED",2,1,"22:31:00","23:01:00","CS",388,510302,30,510580.766666667,41362,0.918946035876795,15583.6376344086,0.969478604264421,-278.766666666663,"LS",510441.383333333,25778.3623655914,93.4729009886109,28472.8188172043,0.944219219391523
"90","USA",2014,"4Q","Tue",2014-11-11,"BENCHED",3,1,"22:31:00","23:02:00","CS",389,421354.213367609,31,376687.64516129,-47585.7866323908,1.21109979160168,-118309.483870968,1.35544866741792,44666.5682063189,"C3",399020.92926445,70723.697238577,-0.00624105853351021,-82947.6352516793,1.27923461126281
"91","USA",2014,"4Q","Tue",2014-11-18,"BENCHED",4,1,"22:31:00","23:00:00","CS",387,393127,29,382385,-75813,1.0718017672854,-112612.129032258,0.985100475074311,10742,"C3",387756,36799.1290322581,4.15812401846201,-94212.564516129,1.02905159240463
"92","USA",2014,"4Q","Tue",2014-11-25,"BENCHED",5,1,"22:31:00","23:02:00","CS",387,383612.930232558,31,363256.580645161,-85327.0697674418,1.02480122284114,-131740.548387097,1.05265814956708,20356.3495873969,"C3",373434.75543886,46413.478619655,0.527697756116874,-108533.809077269,1.0383500580826
"93","USA",2014,"4Q","Tue",2014-12-02,"BENCHED",6,1,"22:31:00","23:02:00","CS",404,516698.01980198,31,498938.64516129,47758.0198019802,0.742431585821781,3941.51612903224,0.728058618365255,17759.3746406899,"C3",507818.332481635,43816.5036729479,1.14623121586483,25849.7679655062,0.735370764607764
"94","USA",2014,"4Q","Tue",2014-12-09,"BENCHED",7,1,"22:31:00","23:02:00","CS",388,524618.804123711,31,515494.548387097,55678.8041237113,0.984901829176784,20497.4193548387,0.967883456231288,9124.25573661452,"C3",520056.676255404,35181.3847688726,1.94639159108876,38088.111739275,0.976467288408084
