"","name","average.between","average.within","wb.ratio","widestgap","dunn2","avg.silwidth","within.cluster.ss","cluster.number","algorithm","season","stream","data"
"73","kshape_C3_growth_sep_2cl",13.2621050729699,12.2776073304583,0.925766102960668,10.5574153966702,1.00499199618417,0.0676394848130704,4135.30413746657,2,"kshape","sep","C3","growth"
"74","dtw_LS_raw_cont_2cl",12.2269742913841,4.22367203764152,0.345438858133347,7.55326768223899,1.62500238146543,0.598234439470682,798.728076892835,2,"DTW","cont","LS","raw"
"75","dtw_LS_raw_s1_3cl",11.4532131989972,5.45029334232159,0.475874608079311,4.12005180652968,1.67221817398654,0.463645317246976,957.838671598801,3,"DTW","s1","LS","raw"
"76","dtw_LS_raw_s2_3cl",10.9717678707038,4.29360171004001,0.391331803647117,6.00294441728439,1.74115126614092,0.504313930265898,652.568085683483,3,"DTW","s2","LS","raw"
"77","dtw_LS_raw_sep_4cl",14.388796296108,9.24814048031977,0.642732045822433,9.38983196912306,1.15044557579738,0.245207976364598,2361.8388035675,4,"DTW","sep","LS","raw"
"78","kshape_LS_raw_cont_4cl",9.19319956026068,2.77945302994629,0.302337941401925,11.4709009309843,0.725486410102597,0.499138363931077,431.985198542016,4,"kshape","cont","LS","raw"
"79","kshape_LS_raw_s1_2cl",11.4712379218711,6.44601595002998,0.561928537611446,5.281530866071,1.51129456133316,0.411008239503025,1467.45302391522,2,"kshape","s1","LS","raw"
"80","kshape_LS_raw_s2_5cl",10.3287279407899,3.98168096745978,0.385495773563309,12.6410105917788,1.51246836195199,0.445393742022492,588.71341831271,5,"kshape","s2","LS","raw"
"81","kshape_LS_raw_sep_5cl",13.916119834785,10.3775201841416,0.745719374893695,15.3574940544183,0.896747879323857,0.0981000776324847,3170.39015003122,5,"kshape","sep","LS","raw"
"82","dtw_LS_growth_cont_4cl",11.065232332799,3.75894168264297,0.339707434022954,4.39039673577504,1.74764173420362,0.493844070167997,455.804413870604,4,"DTW","cont","LS","growth"
"83","dtw_LS_growth_s1_3cl",11.390923790906,4.67832686178064,0.410706536858373,6.69752219790969,1.9510589927869,0.484888532939735,734.495211890537,3,"DTW","s1","LS","growth"
"84","dtw_LS_growth_s2_2cl",11.6716606127115,5.11880998025427,0.438567411279883,4.61452382818605,2.0454329481438,0.548776441171581,898.45585549939,2,"DTW","s2","LS","growth"
"85","dtw_LS_growth_sep_3cl",14.5437099372361,9.29064084512782,0.638808177914847,9.36990948647057,1.16461223781352,0.277502975309718,2415.89400670712,3,"DTW","sep","LS","growth"
"86","kshape_LS_growth_cont_5cl",10.6544507708477,4.07153176042352,0.382143748935785,4.39039673577504,0.982685489908719,0.501134919645707,454.704783523094,5,"kshape","cont","LS","growth"
"87","kshape_LS_growth_s1_5cl",10.3181065978161,3.82693172806856,0.370894765603466,6.69752219790969,0.903237290102679,0.461663110662691,512.067204572635,5,"kshape","s1","LS","growth"
"88","kshape_LS_growth_s2_2cl",10.3225328014812,6.74698065298877,0.653616780178272,6.99506352408176,1.3754436987609,0.322899573051258,1520.35563710943,2,"kshape","s2","LS","growth"
"89","kshape_LS_growth_sep_5cl",13.7539722715176,9.01220891385139,0.655244080469345,14.183929801203,0.97507489505307,0.19685601934326,2344.05050754154,5,"kshape","sep","LS","growth"
"90","dtw_C3_LS_raw_avg_s1_2cl",11.0392847651952,6.97474385950175,0.631811209498992,6.62027385383787,1.48769695497565,0.343857205547115,1611.24572933303,2,"DTW","s1","C3+LS","raw avg"
"91","dtw_C3_LS_raw_diff_s1_3cl",11.879784233638,4.42061178380303,0.372112127363889,5.4981469947432,1.99474050182042,0.556769514297135,650.612397099971,3,"DTW","s1","C3+LS","raw diff"
"92","dtw_C3_LS_raw_s1_4cl",15.9583405323793,6.27431449761256,0.393168355123269,12.778317855416,1.00082787547105,0.457830029693724,1313.20526274855,4,"DTW","s1","C3+LS","raw"
"93","kshape_C3_LS_raw_avg_s1_4cl",9.22002460090291,9.16316043802379,0.993832536751198,10.6776984266769,0.850934609266938,-0.0979543722930461,2300.79189799179,4,"kshape","s1","C3+LS","raw avg"
"94","kshape_C3_LS_raw_diff_s1_4cl",11.3741157975098,4.807262195821,0.422649310188445,10.3635101274065,0.991663548959128,0.390836211905502,792.799808835945,4,"kshape","s1","C3+LS","raw diff"
"95","kshape_C3_LS_raw_s1_5cl",14.5020691571801,7.75506606449187,0.534755832456658,12.7971652425529,0.88074980042912,0.253355250345017,2117.99290935048,5,"kshape","s1","C3+LS","raw"
"96","dtw_C3_LS_growth_avg_s1_3cl",10.8941694495895,4.39930987518272,0.403822420381802,6.82368955779631,1.39934485315797,0.479408203315855,737.785376937668,3,"DTW","s1","C3+LS","growth avg"
"97","dtw_C3_LS_growth_diff_s1_4cl",11.0685654503481,3.73468246408517,0.337413414668628,3.03085057312201,1.76783820437316,0.538495017843476,423.999274986771,4,"DTW","s1","C3+LS","growth diff"
"98","dtw_C3_LS_growth_s1_2cl",16.3086156099523,8.77947236766035,0.538333392461756,8.00014046223482,1.63123810274354,0.443632671689052,2418.07708734004,2,"DTW","s1","C3+LS","growth"
"99","kshape_C3_LS_growth_avg_s1_5cl",10.1087583301107,4.23476138970051,0.41892003462844,6.82368955779631,0.790432196269315,0.47795724679425,555.118747144522,5,"kshape","s1","C3+LS","growth avg"
"100","kshape_C3_LS_growth_diff_s1_4cl",10.8881716190198,4.44787801954946,0.408505502593269,3.49968343798454,1.14618745935168,0.472322635640765,588.507449514396,4,"kshape","s1","C3+LS","growth diff"
"101","kshape_C3_LS_growth_s1_5cl",13.8565930716892,8.94761358051375,0.645729692300404,15.0706840640237,0.809962586256927,0.186484606208911,2310.16946818726,5,"kshape","s1","C3+LS","growth"
"102","kmeans_raw_growth_C3_s1_4cl",14.9696810751844,7.75089074383205,0.517772603497939,10.1803310672074,1.17904714395472,0.379652458307224,1603.48139909982,4,"kmeans","s1","C3","raw+growth"
"103","kmeans_raw_growth_C3_s1_5cl",14.8094546233237,6.86679312076573,0.463676299730245,10.1803310672074,1.32550563909998,0.388495089951393,1272.61515445101,5,"kmeans","s1","C3","raw+growth"
"104","kmeans_raw_growth_LS_s1_5cl",14.6403455443945,6.43524300237546,0.439555404130431,10.6050380607191,1.3729480494267,0.416519042501188,1173.31539071696,5,"kmeans","s1","LS","raw+growth"
"105","pca_C3_raw_cont_3cl",9.43393254034133,3.10231599808328,0.328846531901429,4.63486466960819,0.909447627017259,0.517562882998852,480.488164626114,3,"PCA","cont","C3","raw"
"106","pca_C3_raw_s1_3cl",11.5771494631543,4.31895392682855,0.373058492556752,4.18582688346476,1.76610598774205,0.534513868176405,701.470659112525,3,"PCA","s1","C3","raw"
"107","pca_C3_raw_s2_3cl",10.4353886090552,3.9594744199465,0.379427596640791,3.51757104077438,1.96529005245116,0.513288760803098,544.987796873074,3,"PCA","s2","C3","raw"
