"","Show_Name","Network","Broadcast_Year","Cable_Qtr","DOW","Date","Episode_num","Season_num","Start_Time","End_Time","Genre","C3_Duration","C3_Impressions","LS_Duration","LS_Impressions","C3_Rebase","C3_Growth","LS_Rebase","LS_Growth","diff_C3_LS","higher_imps","avg_C3_LS","diff_C3_LS_rebase","diff_C3_LS_growth","avg_C3_LS_rebase","avg_C3_LS_growth","program_duration","unique_DOWs_total","unique_starts_total","unique_DOWs_season","unique_starts_season","change_DOW_overall","change_start_overall","change_DOW_season","change_start_season","C3_raw_cluster","C3_growth_cluster","LS_raw_cluster","LS_growth_cluster","raw_growth_C3_cluster","raw_growth_LS_cluster","C3_LS_raw_cluster","C3_LS_raw_diff_cluster","C3_LS_raw_avg_cluster","C3_LS_growth_cluster","C3_LS_growth_diff_cluster","C3_LS_growth_avg_cluster"
"250","DARK MATTER","SYFY",2015,"3Q","Fri","2015-08-07",9,1,"22:00","23:00","SF",711,435009.338959212,60,319769,-92978.3061535695,0.864826478196297,-74797,0.975649609561902,115240.338959212,"C3",377389.169479606,-18181.3061535695,0.557314349945865,-83887.6530767847,0.911777748608368,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"251","DARK MATTER","SYFY",2015,"3Q","Fri","2015-08-14",10,1,"22:00","23:00","SF",704,327394.798295455,60,271868,-200592.846817327,1.32869960434326,-122698,1.17619212264776,55526.7982954545,"C3",299631.399147727,-77894.8468173274,2.07540039218588,-161645.423408664,1.25951142154345,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"252","DARK MATTER","SYFY",2015,"3Q","Fri","2015-08-21",11,1,"22:00","23:00","SF",673,400225.998514116,60,328279,-127761.646598666,0.818024814757024,-66287,0.828161411482306,71946.9985141159,"C3",364252.499257058,-61474.646598666,0.771773658974255,-97024.323299333,0.822592569052693,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"253","DARK MATTER","SYFY",2015,"3Q","Fri","2015-08-28",12,1,"21:00","22:00","SF",643,404499.113530327,60,272339.5,-123488.531582455,0.989436033669106,-122226.5,1.20540354961363,132159.613530327,"C3",338419.306765163,-1262.03158245533,0.544394740512814,-122857.515791228,1.07633486617187,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"254","DARK MATTER","SYFY",2015,"3Q","Fri","2015-08-28",13,1,"22:00","23:00","SF",728,347542.519230769,61,263434.836065574,-180445.125882013,1.16388381607414,-131131.163934426,1.03380215034359,84107.6831651955,"C3",305488.677648172,-49313.9619475864,1.57131439788625,-155788.144908219,1.10779656179244,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"255","DARK MATTER","SYFY",2016,"3Q","Fri","2016-07-01",1,2,"22:00","23:00","SF",704,391838.819602273,61,252169.540983607,0,NA,0,NA,139669.278618666,"C3",322004.18029294,0,NA,0,NA,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"256","DARK MATTER","SYFY",2016,"3Q","Fri","2016-07-08",2,2,"22:00","23:00","SF",702,329169.646723647,60,208262,-62669.172878626,1.19038563701847,-43907.5409836066,1.21082838436012,120907.646723647,"C3",268715.823361823,-18761.6318950194,1.15517324506284,-53288.3569311163,1.19830747688931,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"257","DARK MATTER","SYFY",2016,"3Q","Fri","2016-07-15",3,2,"22:00","23:00","SF",702,270718.388888889,61,196440.62295082,-121120.430713384,1.21591166405304,-55728.9180327869,1.06017786378197,74277.7659380692,"C3",233579.505919854,-65391.5126805969,1.62777710391096,-88424.6743730854,1.15042551487383,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"258","DARK MATTER","SYFY",2016,"3Q","Fri","2016-07-22",4,2,"22:00","23:00","SF",702,277310.252136752,61,170510.68852459,-114528.567465521,0.976229283998442,-81658.8524590164,1.15207219354164,106799.563612162,"C3",223910.470330671,-32869.7150065042,0.695487541576534,-98093.7099622685,1.04318259693218,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"259","DARK MATTER","SYFY",2016,"3Q","Fri","2016-07-29",5,2,"22:00","23:00","SF",724,321587.936464088,60,227191.5,-70250.8831381843,0.862315468626788,-24978.0409836066,0.75051526366343,94396.4364640884,"C3",274389.718232044,-45272.8421545778,1.13139401880697,-47614.4620608955,0.816030832982291,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"260","DARK MATTER","SYFY",2016,"3Q","Fri","2016-08-05",6,2,"22:00","23:00","SF",702,305974.14957265,60,196501.5,-85864.6700296231,1.05102975827614,-55668.0409836066,1.15618201387776,109472.64957265,"C3",251237.824786325,-30196.6290460166,0.862283290233547,-70766.3555066149,1.09215130510467,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"261","DARK MATTER","SYFY",2016,"3Q","Fri","2016-08-12",7,2,"22:00","23:00","SF",703,287773.46514936,61,206205.721311475,-104065.354452913,1.06324656935914,-45963.8196721312,0.952939126762554,81567.7438378845,"C3",246989.593230418,-58101.5347807817,1.34210711761534,-75014.587062522,1.01720004272384,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"262","DARK MATTER","SYFY",2016,"3Q","Fri","2016-08-19",8,2,"22:00","23:00","SF",717,336747.50348675,60,239116.5,-55091.3161155223,0.854567479104363,-13053.0409836066,0.862365086940782,97631.0034867504,"C3",287932.001743375,-42038.2751319158,0.835469686112098,-34072.1785495644,0.857805286438955,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"263","DARK MATTER","SYFY",2016,"3Q","Fri","2016-08-26",9,2,"22:00","23:00","SF",704,377445.863636364,60,277399.5,-14392.9559659091,0.892174311416424,25229.9590163934,0.86199326242477,100046.363636364,"C3",327422.681818182,-39622.9149823025,0.975857591802213,5418.50152524217,0.879389296259152,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"264","DARK MATTER","SYFY",2016,"3Q","Fri","2016-09-02",10,2,"22:00","23:00","SF",704,271512.522727273,60,175629.5,-120326.296875,1.39016005540009,-76540.0409836066,1.57945846227428,95883.0227272727,"C3",223571.011363636,-43786.2558913934,1.04342104358697,-98433.1689293033,1.46451313084428,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"265","DARK MATTER","SYFY",2016,"3Q","Fri","2016-09-09",11,2,"22:00","23:00","SF",703,331591.093883357,60,234807.5,-60247.7257189156,0.818817295565791,-17362.0409836066,0.747972275161569,96783.5938833571,"C3",283199.296941679,-42885.6847353091,0.990695001911484,-38804.8833512611,0.789447621438404,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"266","DARK MATTER","SYFY",2016,"3Q","Fri","2016-09-09",12,2,"23:00","00:00","SF",734,251350.148501362,60,140537,-140488.67110091,1.31923969753119,-111632.540983607,1.67078776407636,110813.148501362,"C3",195943.574250681,-28856.1301173038,0.873394495078056,-126060.606042258,1.44531045748592,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"267","DARK MATTER","SYFY",2016,"3Q","Fri","2016-09-16",13,2,"22:00","23:00","SF",643,342289.706065319,60,247804.5,-49549.1135369539,0.734319916864217,-4365.04098360657,0.56712852268623,94485.2060653188,"C3",295047.103032659,-45184.0725533473,1.17280951289619,-26957.0772602803,0.664109466714512,60,1,3,1,2,"No","Yes","No","Yes",4,3,3,4,1,4,5,2,5,4,5,4
"268","DEFIANCE","SYFY",2013,"2Q","Mon","2013-04-15",1,1,"21:00","23:00","SF",1326,1228804.47737557,120,1304729,0,NA,0,NA,-75924.5226244344,"LS",1266766.73868778,0,NA,0,NA,120,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"269","DEFIANCE","SYFY",2013,"2Q","Mon","2013-04-22",2,1,"21:00","22:00","SF",672,1093054.00892857,60,1057126,-135750.468446994,1.12419374279598,-247603,1.23422278895799,35928.0089285714,"C3",1075090.00446429,111852.531553006,-2.11324047417658,-191676.734223497,1.17828901155026,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"270","DEFIANCE","SYFY",2013,"2Q","Mon","2013-04-29",3,1,"21:00","22:00","SF",759,914940.166007905,60,994028,-313864.31136766,1.1946726677197,-310701,1.06347708515253,-79087.8339920948,"LS",954484.083003953,-3163.31136766041,-0.454279844510124,-312282.65568383,1.12635718458579,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"271","DEFIANCE","SYFY",2013,"2Q","Mon","2013-05-06",4,1,"21:00","22:00","SF",700,923767.365714286,60,995852.5,-305037.11166128,0.990444347750307,-308876.5,0.998167901370936,-72085.1342857142,"LS",959809.932857143,3839.38833872019,1.09714485206652,-306956.80583064,0.99445114113652,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"272","DEFIANCE","SYFY",2013,"2Q","Mon","2013-05-13",5,1,"21:00","22:00","SF",688,759504.392441861,60,775196.5,-469300.084933705,1.21627652836122,-529532.5,1.28464524801131,-15692.1075581395,"LS",767350.44622093,60232.415066295,4.59371910488364,-499416.292466853,1.25081041860866,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"273","DEFIANCE","SYFY",2013,"2Q","Mon","2013-05-20",6,1,"21:00","22:00","SF",686,916413.991253644,60,978149.5,-312390.486121921,0.828778695753943,-326579.5,0.792513312126623,-61735.5087463557,"LS",947281.745626822,14189.0138780788,0.254182849980414,-319484.993060961,0.810055139100321,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"274","DEFIANCE","SYFY",2013,"2Q","Mon","2013-06-03",7,1,"21:00","22:00","SF",672,890676.194940476,60,737577.5,-338128.282435089,1.02889691726283,-567151.5,1.32616504706285,153098.694940476,"C3",814126.847470238,229023.217564911,-0.403239941204973,-452639.891217545,1.16355546874586,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"275","DEFIANCE","SYFY",2013,"2Q","Mon","2013-06-10",8,1,"21:00","22:00","SF",673,826959.074294205,60,785158,-401845.403081361,1.07704990806305,-519571,0.939400095267449,41801.0742942051,"C3",806058.537147103,117725.596918639,3.66255407368084,-460708.20154068,1.01000958361125,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"276","DEFIANCE","SYFY",2013,"2Q","Mon","2013-06-17",9,1,"21:00","22:00","SF",716,781119.55726257,60,642728.5,-447684.920112996,1.05868438013802,-662000.5,1.22160134489135,138391.05726257,"C3",711924.028631285,214315.579887004,0.302050400662058,-554842.710056498,1.13222549700534,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"277","DEFIANCE","SYFY",2013,"2Q","Mon","2013-06-24",10,1,"21:00","22:00","SF",688,795694.457848837,60,639187.5,-433110.019526728,0.981682792380293,-665541.5,1.00553984550699,156506.957848837,"C3",717440.978924419,232431.480473272,0.884248592936266,-549325.759763364,0.992310238116863,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"278","DEFIANCE","SYFY",2013,"3Q","Mon","2013-07-01",11,1,"21:00","22:00","SF",674,829949.21810089,60,730608.5,-398855.259274675,0.958726679289565,-574120.5,0.874870056945683,99340.7181008902,"C3",780278.859050445,175265.240725325,1.57545627654804,-486487.879637338,0.919467406559628,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"279","DEFIANCE","SYFY",2013,"3Q","Mon","2013-07-08",12,1,"21:00","22:00","SF",673,965436.53640416,60,879728,-263367.940971405,0.859662118436181,-425001,0.830493629849226,85708.5364041604,"C3",922582.26820208,161633.059028595,1.15905278830625,-344184.470485703,0.845755317377869,60,2,2,1,1,"Yes","Yes","No","No",2,1,4,1,1,2,2,3,1,1,3,1
"280","DEFIANCE","SYFY",2014,"2Q","Thu","2014-06-19",1,2,"20:00","21:00","SF",665,752578.345864662,60,775740.5,0,NA,0,NA,-23162.1541353384,"LS",764159.422932331,0,NA,0,NA,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"281","DEFIANCE","SYFY",2014,"2Q","Thu","2014-06-26",2,2,"20:00","21:00","SF",716,594837.263966481,60,519590.5,-157741.081898181,1.26518359130081,-256150,1.49298437904465,75246.7639664805,"C3",557213.88198324,98408.9181018189,-0.307815950007581,-206945.540949091,1.37139336911803,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"282","DEFIANCE","SYFY",2014,"3Q","Thu","2014-07-03",3,2,"20:00","21:00","SF",657,552215.191780822,60,496463,-200363.15408384,1.07718380953666,-279277.5,1.04658453902909,55752.1917808219,"C3",524339.095890411,78914.3459161603,1.34966467797889,-239820.32704192,1.06269756794885,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"283","DEFIANCE","SYFY",2014,"3Q","Thu","2014-07-10",4,2,"20:00","21:00","SF",686,689634.489795918,60,631258,-62943.8560687433,0.800736041992676,-144482.5,0.78646607250918,58376.4897959183,"C3",660446.244897959,81538.6439312567,0.955045292646562,-103713.178034372,0.79391638599054,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"284","DEFIANCE","SYFY",2014,"3Q","Thu","2014-07-17",5,2,"20:00","21:00","SF",669,661369.735426009,60,678865.5,-91208.6104386527,1.04273669152959,-96875,0.929871970220905,-17495.7645739911,"LS",670117.617713004,5666.38956134731,-3.33660695701747,-94041.8052193263,0.985567648783728,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"285","DEFIANCE","SYFY",2014,"3Q","Thu","2014-07-24",6,2,"20:00","21:00","SF",715,627086.725874126,60,627498.5,-125491.619990536,1.05467028424831,-148242,1.08185995663735,-411.774125874159,"LS",627292.612937063,22750.3800094642,42.4887419452331,-136866.809995268,1.06826958247672,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"286","DEFIANCE","SYFY",2014,"3Q","Thu","2014-07-31",7,2,"20:00","21:00","SF",669,604705.503736921,60,567166.5,-147872.842127741,1.03701177184414,-208574,1.10637440680999,37539.0037369208,"C3",585936.00186846,60701.1578722592,-0.0109692342599163,-178223.42106387,1.07058213002226,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"287","DEFIANCE","SYFY",2014,"3Q","Thu","2014-08-07",8,2,"20:00","21:00","SF",679,759279.06921944,60,607386,6700.72335477872,0.796420615622362,-168354.5,0.93378263575387,151893.06921944,"C3",683332.53460972,175055.223354779,0.247140991552999,-80826.8883226106,0.857468322071205,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"288","DEFIANCE","SYFY",2014,"3Q","Thu","2014-08-14",9,2,"20:00","21:00","SF",728,630946,60,578566.5,-121632.345864662,1.20339786482431,-197174,1.04981190580512,52379.5,"C3",604756.25,75541.6541353384,2.89985718113843,-159403.172932331,1.12993050441351,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"289","DEFIANCE","SYFY",2014,"3Q","Thu","2014-08-21",10,2,"20:00","21:00","SF",666,566941.617117117,60,521507,-185636.728747544,1.11289413398216,-254233.5,1.10941272120988,45434.6171171172,"C3",544224.308558559,68596.7712524555,1.15285443838959,-219935.114373772,1.11122608911345,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"290","DEFIANCE","SYFY",2014,"3Q","Thu","2014-08-21",11,2,"21:00","22:00","SF",684,578797.902046784,60,551250,-173780.443817878,0.979515673972315,-224490.5,0.946044444444444,27547.9020467836,"C3",565023.951023392,50710.056182122,1.64929500039448,-199135.471908939,0.963188034016682,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"291","DEFIANCE","SYFY",2014,"3Q","Thu","2014-08-28",12,2,"20:00","21:00","SF",669,536193.826606876,60,510886.5,-216384.519257786,1.07945648257369,-264854,1.07900678526444,25307.326606876,"C3",523540.163303438,48469.4807422144,1.08853465538706,-240619.259628893,1.07923706838115,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"292","DEFIANCE","SYFY",2014,"3Q","Thu","2014-08-28",13,2,"21:00","22:00","SF",776,595573.815721649,60,561077.5,-157004.530143012,0.900297851337162,-214663,0.910545334646283,34496.3157216494,"C3",578325.657860825,57658.4698569878,0.733624042958113,-185833.765071506,0.905268780983999,60,2,2,1,2,"Yes","Yes","No","Yes",2,1,4,1,1,2,2,3,1,1,3,1
"293","DOMINION","SYFY",2014,"2Q","Thu","2014-06-19",1,1,"21:00","22:30","GD",551,1027652.13793103,84,805187.642857143,0,NA,0,NA,222464.495073892,"C3",916419.890394089,0,NA,0,NA,90,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"294","DOMINION","SYFY",2014,"2Q","Thu","2014-06-26",2,1,"21:00","22:00","GD",823,594096.595382746,61,513357.836065574,-433555.542548288,1.72977281121931,-291829.806791569,1.5684724889527,80738.7593171723,"C3",553727.21572416,-141725.735756719,2.75536182318541,-362692.674669929,1.65500243508097,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"295","DOMINION","SYFY",2014,"3Q","Thu","2014-07-03",3,1,"21:00","22:00","GD",792,657925.217171717,60,564879,-369726.920759317,0.902984989595995,-240308.642857143,0.908792566311677,93046.2171717172,"C3",611402.108585859,-129418.277902174,0.86772747749829,-305017.78180823,0.905667821468431,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"296","DOMINION","SYFY",2014,"3Q","Thu","2014-07-10",4,1,"21:00","22:00","GD",733,668280.462482947,60,576112,-359371.675448088,0.984504641550113,-229075.642857143,0.980502055155942,92168.4624829468,"C3",622196.231241473,-130296.032590945,1.00952337345253,-294223.659152615,0.982651578210178,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"297","DOMINION","SYFY",2014,"3Q","Thu","2014-07-17",5,1,"21:00","22:00","GD",668,746939.634730539,60,627779,-280712.503200495,0.89469139326638,-177408.642857143,0.91769874430333,119160.634730539,"C3",687359.317365269,-103303.860343353,0.773480794990475,-229060.573028819,0.905197929994499,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"298","DOMINION","SYFY",2014,"3Q","Thu","2014-07-24",6,1,"21:00","22:00","GD",644,679364.245341615,60,534363,-348287.892589419,1.09946856911044,-270824.642857143,1.17481749297762,145001.245341615,"C3",606863.622670807,-77463.2497322767,0.821790422901562,-309556.267723281,1.13264214839604,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"299","DOMINION","SYFY",2014,"3Q","Thu","2014-07-31",7,1,"21:00","22:00","GD",689,688546.600870827,60,575651,-339105.537060207,0.986664148050983,-229536.642857143,0.928275986665532,112895.600870827,"C3",632098.800435414,-109568.894203064,1.28438348547808,-284321.089958675,0.960077162387868,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"300","DOMINION","SYFY",2014,"3Q","Thu","2014-08-07",8,1,"21:00","22:30","GD",1090,726807.506422018,90,607999,-300844.631509016,0.947357580634321,-197188.642857143,0.946795965124943,118808.506422018,"C3",667403.253211009,-103655.988651873,0.950231631309395,-249016.637183079,0.947101767026548,90,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"301","DOMINION","SYFY",2015,"3Q","Thu","2015-07-09",1,2,"22:00","23:00","GD",658,355631.869300912,63,332420,0,NA,0,NA,23211.8693009118,"C3",344025.934650456,0,NA,0,NA,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"302","DOMINION","SYFY",2015,"3Q","Thu","2015-07-16",2,2,"22:00","23:00","GD",778,438860.533419023,60,387244,83228.6641181113,0.810352816486588,54824,0.858425178956937,51616.5334190232,"C3",413052.266709512,28404.6641181113,0.449698338175441,69026.3320590556,0.832887172829389,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"303","DOMINION","SYFY",2015,"3Q","Thu","2015-07-23",3,2,"22:00","23:00","GD",753,509605.446215139,60,391552,153973.576914228,0.861177086466517,59132,0.988997629944426,118053.446215139,"C3",450578.72310757,94841.5769142276,0.437230212872885,106552.788457114,0.916714983478926,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"304","DOMINION","SYFY",2015,"3Q","Thu","2015-07-30",4,2,"22:00","23:00","GD",772,457098.730569948,60,412772.5,101466.861269036,1.11486952847084,80352.5,0.948590325179124,44326.2305699482,"C3",434935.615284974,21114.3612690364,2.66328638138646,90909.6806345182,1.03596649083876,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"305","DOMINION","SYFY",2015,"3Q","Thu","2015-08-06",5,2,"22:00","23:00","GD",816,397908.803921569,60,347882.5,42276.9346206568,1.14875249319703,15462.5,1.18652849740933,50026.3039215686,"C3",372895.651960784,26814.4346206568,0.886058475146255,28869.7173103284,1.16637352298952,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"306","DOMINION","SYFY",2015,"3Q","Thu","2015-08-13",6,2,"22:00","23:00","GD",739,347423.143437077,60,294036.5,-8208.72586383473,1.14531461544281,-38383.5,1.18312692471853,53386.6434370771,"C3",320729.821718539,30174.7741361653,0.937056550118775,-23296.1129319174,1.16264727103557,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"307","DOMINION","SYFY",2015,"3Q","Thu","2015-08-20",7,2,"22:00","23:00","GD",733,390689.675306958,60,333021,35057.8060060458,0.889256014160377,601,0.88293681179265,57668.6753069577,"C3",361855.337653479,34456.8060060458,0.925747698432672,17829.4030030229,0.886348184880658,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"308","DOMINION","SYFY",2015,"3Q","Thu","2015-08-27",8,2,"22:00","23:00","GD",787,339035.10292249,60,261793,-16596.7663784214,1.15235759347396,-70627,1.27207755745952,77242.1029224904,"C3",300414.051461245,54030.2336215786,0.746596391411379,-43611.8831892107,1.2045220118479,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"309","DOMINION","SYFY",2015,"3Q","Thu","2015-09-03",9,2,"22:00","23:00","GD",908,254348.772026432,60,216186,-101283.09727448,1.33295356695199,-116234,1.2109618569195,38162.7720264317,"C3",235267.386013216,14950.9027255199,2.02401709364802,-108758.54863724,1.27690478715299,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"310","DOMINION","SYFY",2015,"3Q","Thu","2015-09-10",10,2,"22:00","23:00","GD",743,363338.181695828,60,357431.5,7706.31239491591,0.700033150491633,25011.5,0.604831974797968,5906.68169582775,"C3",360384.840847914,-17305.1876050841,6.46094947919547,16358.9061974579,0.652822647755323,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"311","DOMINION","SYFY",2015,"3Q","Thu","2015-09-17",11,2,"22:00","23:00","GD",757,303003.48348745,60,209154,-52628.3858134614,1.19912212729025,-123266,1.70893934612773,93849.4834874505,"C3",256078.741743725,70637.6141865386,0.0629378178369792,-87947.1929067307,1.40732041400209,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"312","DOMINION","SYFY",2015,"3Q","Thu","2015-09-24",12,2,"22:00","23:00","GD",884,357236.409502262,60,318530.5,1604.54020135058,0.848187573908341,-13889.5,0.656621579409193,38705.9095022624,"C3",337883.454751131,15494.0402013506,2.4246810033482,-6142.47989932471,0.757890740558281,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"313","DOMINION","SYFY",2015,"4Q","Thu","2015-10-01",13,2,"22:00","23:00","GD",644,312018.161490683,60,258505.5,-43613.7078102286,1.14492184620135,-73914.5,1.23220008858612,53512.6614906832,"C3",285261.830745342,30300.7921897714,0.723303764455844,-58764.1039051143,1.18446780583402,60,1,2,1,1,"No","Yes","No","No",2,3,4,5,1,3,1,4,3,4,1,4
"314","ERIC JESSIE GAME ON","ENT",2013,"3Q","Sun","2013-09-29",1,1,"22:00","22:30","GV",360,559431,30,592909,0,NA,0,NA,-33478,"LS",576170,0,NA,0,NA,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"315","ERIC JESSIE GAME ON","ENT",2013,"4Q","Sun","2013-10-06",2,1,"22:00","22:30","GV",329,624891,30,662009,65460,0.895245730855461,69100,0.89562075440062,-37118,"LS",643450,-3640,0.90193437146398,67280,0.895438651021835,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"316","ERIC JESSIE GAME ON","ENT",2013,"4Q","Sun","2013-10-13",3,1,"22:00","22:30","GV",330,728589,30,758645,169158,0.857672844360812,165736,0.87262026375973,-30056,"LS",743617,3422,1.23496140537663,167447,0.865297592712377,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"317","ERIC JESSIE GAME ON","ENT",2013,"4Q","Sun","2013-10-27",4,1,"22:00","22:30","GV",389,687051,30,758670,127620,1.06045839391836,165761,0.999967047596452,-71619,"LS",722860.5,-38141,0.419665172649716,146690.5,1.02871439233434,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"318","ERIC JESSIE GAME ON","ENT",2013,"4Q","Sun","2013-11-03",5,1,"22:00","23:00","GV",780,572355.5,60,586365,12924.5,1.20039206402315,-6544,1.29385280499348,-14009.5,"LS",579360.25,19468.5,5.11217388200864,3190.25,1.24768742764109,60,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"319","ERIC JESSIE GAME ON","ENT",2014,"1Q","Sun","2014-03-30",1,2,"22:00","22:30","GV",390,619668,30,673968,0,NA,0,NA,-54300,"LS",646818,0,NA,0,NA,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"320","ERIC JESSIE GAME ON","ENT",2014,"2Q","Sun","2014-04-06",2,2,"22:00","22:30","GV",388,323008,30,324957,-296660,1.91842926490985,-349011,2.07402210138572,-1949,"LS",323982.5,52351,27.8604412519241,-322835.5,1.99645968532251,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
"321","ERIC JESSIE GAME ON","ENT",2014,"2Q","Sun","2014-04-13",3,2,"22:00","22:30","GV",390,402184,30,419175,-217484,0.803134883535894,-254793,0.775229915906244,-16991,"LS",410679.5,37309,0.114707786475193,-236138.5,0.788893772394288,30,1,1,1,1,"No","No","No","No",3,4,2,4,3,4,4,4,4,3,4,3
