"","name","average.between","average.within","wb.ratio","widestgap","dunn2","avg.silwidth","within.cluster.ss","cluster.number","algorithm","season","stream","data"
"1","pca_raw_growth_C3_s1_4cl",14.7279912588952,8.99052013261497,0.610437633657952,10.8986966152719,1.11357525196486,0.219462224804627,2366.76686974966,4,"PCA","s1","C3","raw+growth"
"2","pca_raw_growth_LS_s1_4cl",14.7531663462125,8.4854812610239,0.575163396242891,11.8613212774205,1.14164355397625,0.279033760024128,2122.04294974935,4,"PCA","s1","LS","raw+growth"
